"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 602",12,24,13,0,0,7,10,33,11,11,2,17,0,11,9,0,5,5,6,11
"spot 603",8,0,5,0,0,0,0,0,0,13,4,0,6,8,0,0,0,1,0,7
"spot 604",25,0,8,22,10,15,12,0,8,20,0,15,0,0,12,3,0,1,0,6
"spot 605",27,22,0,17,10,0,0,0,0,0,5,11,11,6,0,2,9,5,7,0
"spot 606",25,16,10,28,0,21,12,21,0,19,0,9,0,6,5,0,0,7,0,0
"spot 607",21,0,2,28,0,16,0,0,0,0,0,0,0,0,0,0,5,8,6,0
"spot 608",0,14,0,20,7,0,12,0,0,13,0,0,4,0,2,0,4,4,2,8
"spot 609",0,4,0,4,4,0,0,6,0,0,3,11,10,0,8,0,0,0,11,0
"spot 610",5,0,2,3,7,3,0,0,13,6,0,0,0,4,0,4,10,10,0,0
"spot 611",1,6,2,0,0,0,0,0,0,0,10,0,3,0,2,0,3,6,0,5
"spot 612",5,10,0,0,8,0,0,0,6,3,3,0,3,11,4,5,0,0,6,0
"spot 613",5,9,0,0,2,11,3,3,1,0,0,13,7,0,5,0,5,6,8,0
"spot 614",1,0,4,10,0,0,3,0,4,0,2,8,0,0,0,1,0,0,8,10
"spot 615",0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,1,0,0,5,4
"spot 616",7,0,0,0,5,0,0,0,1,0,4,10,3,8,0,2,6,0,0,2
"spot 617",0,7,0,4,0,5,1,7,0,0,2,12,7,5,0,1,0,0,0,7
"spot 618",0,6,0,0,4,0,1,13,0,6,8,0,4,11,0,0,3,7,0,0
"spot 619",0,4,0,15,0,3,0,0,0,7,0,4,3,3,0,3,0,0,10,5
"spot 620",12,12,0,0,6,11,0,11,5,0,0,0,6,0,2,0,0,0,0,0
"spot 621",4,4,2,5,0,0,0,12,7,0,0,0,0,0,0,4,0,0,0,0
"spot 622",0,0,1,0,0,6,0,0,2,5,2,8,0,0,2,0,4,2,0,3
"spot 623",0,4,0,16,0,5,5,0,6,0,0,6,0,0,2,1,0,0,7,8
"spot 624",0,18,0,0,0,0,0,0,0,0,4,0,9,0,12,7,12,4,0,0
"spot 625",0,0,6,0,4,0,0,0,0,0,0,0,8,11,8,7,9,0,0,0
"spot 626",0,0,9,0,11,10,0,14,0,10,0,6,0,8,0,3,7,0,0,0
"spot 627",0,17,0,25,0,7,13,8,6,12,0,8,5,0,4,0,6,0,7,0
"spot 628",8,0,4,17,0,0,7,0,0,3,5,13,7,0,5,0,3,0,6,4
"spot 629",7,18,17,19,5,0,0,0,0,0,0,0,0,5,7,0,4,0,0,0
"spot 630",11,0,3,18,0,13,5,0,3,0,0,8,5,8,3,5,11,8,3,0
"spot 631",21,0,0,0,0,9,13,9,6,5,0,7,6,0,5,4,0,2,0,5
"spot 632",15,0,0,0,12,8,8,0,12,0,0,0,4,0,0,0,10,0,7,0
"spot 633",0,0,15,24,0,4,9,0,9,11,6,0,6,9,1,5,10,0,6,0
"spot 634",14,0,0,17,0,12,6,20,0,0,0,0,0,0,0,5,11,3,0,4
"spot 635",23,11,0,0,0,0,27,15,20,14,0,0,9,8,0,2,0,0,10,0
"spot 636",0,11,0,21,18,22,10,0,21,15,0,0,0,0,6,4,8,0,4,0
"spot 637",11,14,0,17,0,0,0,15,0,12,0,3,6,5,0,2,0,8,8,2
"spot 638",21,0,12,32,0,0,33,0,12,22,0,9,6,11,0,0,12,10,0,0
"spot 639",24,26,0,0,18,0,20,23,20,13,5,7,0,7,0,1,0,0,6,0
"spot 640",0,11,15,15,0,0,26,24,24,18,3,0,0,0,4,0,0,6,10,0
"spot 641",0,3,0,0,0,4,3,0,1,0,4,0,4,9,3,0,3,0,0,7
"spot 642",6,0,4,0,0,0,0,5,1,9,0,8,0,15,12,5,11,4,0,6
"spot 643",6,0,0,14,0,5,0,9,0,0,0,0,3,0,3,3,6,4,11,7
"spot 644",3,0,1,0,0,7,0,0,3,0,3,10,6,0,4,0,0,2,0,5
"spot 645",4,10,0,9,0,2,0,0,3,10,0,0,9,6,0,0,9,0,2,0
"spot 646",0,11,4,12,0,0,6,0,2,0,2,0,0,0,0,0,0,0,8,0
"spot 647",0,0,0,8,2,4,4,5,0,0,6,0,0,0,0,3,0,0,8,0
"spot 648",13,0,0,0,0,5,9,10,3,0,0,12,0,12,0,8,11,0,7,10
"spot 649",0,0,2,5,0,0,0,5,2,0,0,0,0,0,0,0,12,0,0,11
"spot 650",11,6,2,0,0,11,0,0,0,7,6,26,6,20,6,1,0,5,0,9
"spot 651",0,18,2,0,7,0,11,0,0,0,5,11,5,0,0,5,3,6,0,3
"spot 652",8,0,0,9,5,3,0,7,4,0,0,19,0,9,12,0,4,5,0,11
"spot 653",0,0,2,15,0,0,14,0,0,6,5,7,0,8,8,0,0,4,14,9
"spot 654",0,0,0,0,0,0,0,13,0,4,4,18,0,8,0,5,7,4,0,0
"spot 655",12,7,0,0,0,0,9,0,5,11,0,0,0,6,0,0,7,3,0,0
"spot 656",10,11,4,0,0,6,0,17,0,0,0,9,0,0,0,0,0,0,0,0
"spot 657",0,0,0,11,0,0,6,14,0,8,4,0,0,6,0,6,0,0,0,14
"spot 658",0,4,0,27,0,0,7,0,5,14,7,12,3,4,0,2,0,7,8,7
"spot 659",0,0,0,30,10,13,14,0,13,0,11,0,0,0,0,0,0,5,0,3
"spot 660",0,0,5,0,12,0,12,0,0,21,0,0,0,0,0,0,0,20,3,14
"spot 661",8,0,8,0,0,4,0,0,10,10,0,0,0,0,6,3,7,1,8,9
"spot 662",0,12,9,10,10,0,5,13,8,13,0,9,3,7,0,0,12,8,0,0
"spot 663",34,12,11,0,0,0,15,0,0,0,2,0,0,0,0,0,0,8,5,8
"spot 664",17,11,0,15,7,13,0,21,14,0,5,0,0,3,14,2,10,0,6,0
"spot 665",14,13,0,0,0,8,0,15,0,9,0,12,4,8,5,0,5,0,7,0
"spot 666",0,0,0,0,23,32,0,0,18,0,4,0,4,11,5,2,0,9,8,0
"spot 667",19,0,14,0,0,0,0,0,0,12,4,0,15,6,0,1,0,0,0,6
"spot 668",14,0,0,25,0,0,10,21,17,8,1,10,2,6,0,0,10,0,0,6
"spot 669",0,0,5,24,16,15,17,0,7,12,4,0,3,0,8,0,12,5,0,5
"spot 670",0,65,0,43,14,0,0,63,21,27,11,0,11,0,9,10,6,21,9,11
"spot 671",16,19,1,20,5,10,6,18,0,0,0,13,8,1,0,2,0,0,0,8
"spot 672",0,0,0,51,21,0,0,0,18,0,0,0,0,0,3,0,0,0,4,14
"spot 673",6,0,3,5,0,0,0,9,4,9,8,7,0,0,4,0,4,3,0,4
"spot 674",8,7,6,7,5,0,4,0,0,0,2,19,7,6,4,3,5,6,0,0
"spot 675",0,2,0,4,0,5,6,0,0,0,5,8,5,0,0,1,10,10,0,12
"spot 676",0,3,0,14,0,0,0,12,5,0,0,16,4,0,0,5,4,0,16,2
"spot 677",12,0,0,0,9,2,0,0,0,8,0,0,3,9,5,11,6,15,0,0
"spot 678",0,0,0,7,5,0,0,0,2,0,3,8,7,0,0,3,2,5,5,0
"spot 679",0,5,1,0,0,0,3,6,3,0,4,7,0,0,0,2,0,6,4,0
"spot 680",0,0,0,16,5,1,0,0,0,0,1,0,10,0,7,0,6,0,0,0
"spot 681",0,0,0,0,0,0,0,9,0,7,6,0,0,9,7,0,4,8,6,0
"spot 682",0,5,1,8,0,0,0,9,0,0,0,0,10,6,0,6,0,0,0,0
"spot 683",0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0
"spot 684",0,12,7,0,8,5,0,13,6,4,0,0,4,0,4,0,0,11,8,4
"spot 685",0,8,0,0,3,0,0,0,5,0,0,7,0,0,5,4,0,0,5,0
"spot 686",7,0,4,8,0,5,15,12,0,0,6,13,7,5,0,4,3,8,0,4
"spot 687",6,0,6,10,5,8,4,0,0,0,0,8,5,0,11,4,4,2,15,0
"spot 688",0,12,10,15,0,0,4,8,13,0,3,11,0,4,2,0,0,0,14,9
"spot 689",0,9,0,0,0,0,6,14,0,5,2,0,3,5,2,5,1,2,0,9
"spot 690",12,19,4,0,0,12,0,0,0,0,3,0,0,9,0,0,3,0,6,0
"spot 691",19,0,9,0,0,10,0,0,0,8,2,15,13,9,0,0,7,0,0,0
"spot 692",0,0,10,0,0,0,8,0,0,5,0,8,0,11,0,1,4,0,12,0
"spot 693",0,0,11,23,6,9,15,0,10,0,0,14,5,10,0,0,9,4,0,4
"spot 694",10,0,0,12,0,0,0,39,7,3,0,20,5,0,0,1,0,0,4,9
"spot 695",0,12,8,27,0,11,15,15,0,0,0,14,0,10,0,1,0,10,6,3
"spot 696",0,24,0,0,0,0,0,0,10,16,0,28,3,11,9,2,4,0,0,0
"spot 697",33,21,23,0,16,0,0,0,14,29,3,21,0,0,9,0,6,6,15,0
"spot 698",0,25,9,48,0,0,0,0,10,0,0,17,0,0,0,0,9,0,9,0
"spot 699",13,20,16,0,17,0,0,0,0,0,5,0,0,7,9,0,5,2,0,0
"spot 700",0,0,0,13,14,0,0,0,12,17,5,0,0,7,0,0,8,12,4,0
"spot 701",18,0,5,0,0,0,23,0,8,19,6,12,0,0,0,0,6,4,11,5
"spot 702",0,0,21,33,0,20,15,0,20,0,6,0,14,0,0,0,0,0,8,8
"spot 703",49,0,0,25,0,23,0,0,0,22,5,14,0,8,0,4,0,9,0,0
"spot 704",0,0,0,38,20,0,0,0,17,9,4,0,0,7,8,3,0,0,0,0
"spot 705",0,6,2,0,0,0,5,0,4,1,7,0,0,0,12,0,0,0,0,3
"spot 706",0,3,3,8,0,0,9,0,3,9,6,0,0,0,0,4,0,8,11,0
"spot 707",5,2,1,0,0,1,6,8,5,4,0,0,0,0,8,0,0,8,6,8
"spot 708",0,0,3,0,0,0,0,6,2,0,7,11,2,5,0,0,0,0,13,0
"spot 709",2,0,0,0,0,8,8,8,0,0,0,13,5,8,0,4,16,4,5,0
"spot 710",3,0,2,7,0,0,6,6,4,4,0,0,0,0,5,4,6,0,0,0
"spot 711",0,0,5,15,4,4,0,9,0,5,2,0,0,6,0,5,0,7,11,14
"spot 712",0,0,0,3,2,0,4,15,10,6,4,8,0,2,5,0,7,5,10,0
"spot 713",0,0,0,0,2,7,1,4,0,0,0,9,0,8,8,0,10,6,0,0
"spot 714",0,0,0,10,0,0,7,0,0,17,4,8,0,0,0,0,0,5,0,0
"spot 715",7,0,8,13,5,10,7,17,3,5,0,11,0,0,0,3,0,0,8,0
"spot 716",10,12,2,16,0,8,20,12,0,5,3,3,5,9,0,0,7,0,7,7
"spot 717",19,15,0,19,0,0,7,22,5,5,0,6,0,0,6,0,0,0,5,12
"spot 718",0,0,0,9,6,0,0,18,0,0,0,13,0,0,1,2,9,0,0,0
"spot 719",0,15,0,10,7,0,4,0,0,0,0,11,0,6,0,8,0,0,11,0
"spot 720",10,16,0,0,0,0,10,0,0,0,0,7,0,0,0,4,12,2,0,7
"spot 721",8,8,4,0,10,13,0,18,0,22,0,27,0,10,0,3,0,0,0,12
"spot 722",0,10,0,0,4,0,0,10,0,8,0,15,0,2,7,0,6,0,0,0
"spot 723",10,0,14,0,7,20,0,0,11,0,3,16,0,0,0,0,9,0,0,0
"spot 724",0,0,9,47,14,22,11,0,0,11,0,13,8,7,0,1,0,0,8,0
"spot 725",7,0,7,0,0,30,12,23,0,0,0,12,6,0,8,6,11,2,5,7
"spot 726",27,15,0,38,11,0,0,16,9,0,0,13,0,4,0,6,8,0,9,10
"spot 727",0,0,16,0,0,0,12,0,0,14,7,20,5,0,4,2,2,7,9,0
"spot 728",0,15,0,32,15,0,17,0,6,10,0,0,0,0,7,0,9,8,0,6
"spot 729",16,12,9,21,8,13,0,12,0,0,0,0,6,0,10,1,0,3,6,4
"spot 730",10,0,11,19,8,17,0,0,0,15,4,6,0,12,5,3,8,4,6,2
"spot 731",23,23,11,24,19,0,13,0,22,0,0,0,0,3,5,0,0,0,7,12
"spot 732",0,24,0,18,17,17,20,0,0,19,8,12,0,5,4,0,0,0,0,6
"spot 733",0,33,0,0,0,30,38,0,37,0,0,21,0,12,6,5,9,12,0,5
"spot 734",23,20,0,0,0,22,11,0,0,0,0,0,10,0,0,8,5,0,5,5
"spot 735",0,0,0,0,17,0,22,28,0,17,0,9,4,0,0,0,0,0,0,0
"spot 736",27,25,0,37,13,0,0,0,0,0,8,8,0,13,0,0,0,5,6,0
"spot 737",0,8,0,9,0,0,2,0,0,0,1,18,0,4,0,6,2,4,14,0
"spot 738",0,1,0,0,0,5,8,0,0,0,0,13,4,9,0,3,0,0,0,12
"spot 739",0,0,0,0,5,0,9,4,0,3,7,17,7,5,0,5,5,0,0,0
"spot 740",5,0,3,9,5,0,2,8,3,0,2,8,11,4,3,2,1,3,5,10
"spot 741",2,0,0,0,2,0,0,10,3,4,0,0,0,0,0,1,0,0,0,0
"spot 742",0,6,0,0,5,0,6,0,0,3,0,14,7,0,0,6,13,0,0,5
"spot 743",5,10,5,0,0,4,0,0,3,7,7,0,2,7,0,0,0,0,0,0
"spot 744",0,8,0,10,9,3,0,3,5,0,1,11,6,3,0,6,0,14,0,0
"spot 745",0,0,3,10,3,4,0,0,0,0,0,0,0,0,6,0,2,0,0,7
"spot 746",0,0,0,0,0,6,6,0,0,10,0,13,7,0,0,0,8,0,0,0
"spot 747",13,0,7,0,1,14,0,10,4,13,0,0,10,9,0,2,7,0,8,0
"spot 748",12,0,0,0,0,7,9,0,3,0,0,7,1,0,4,0,9,5,9,0
"spot 749",10,11,13,0,8,11,0,7,6,8,0,0,3,0,5,0,6,0,0,0
"spot 750",0,17,0,11,0,8,0,16,2,0,2,13,2,5,5,0,5,0,6,6
"spot 751",0,13,8,0,0,19,0,0,0,0,3,17,0,9,14,0,0,0,0,0
"spot 752",0,18,7,0,3,0,0,0,0,0,3,19,0,0,0,0,10,0,0,0
"spot 753",18,19,8,34,0,14,24,21,0,0,10,0,12,9,9,0,0,0,13,14
"spot 754",0,14,12,0,0,0,0,0,0,0,0,15,0,0,5,8,0,0,0,0
"spot 755",15,19,0,0,6,16,0,0,0,9,0,0,0,4,7,10,0,17,0,8
"spot 756",0,17,0,19,0,0,9,0,0,0,7,6,6,4,0,0,4,2,4,0
"spot 757",20,0,6,0,0,11,8,0,0,0,0,0,0,5,0,0,0,4,9,9
"spot 758",8,28,14,0,0,27,16,27,0,0,7,18,15,9,0,0,0,0,6,9
"spot 759",11,23,0,59,6,0,22,35,16,6,0,0,0,0,0,5,0,0,17,4
"spot 760",0,0,0,0,0,0,0,0,0,0,9,0,7,9,15,3,7,0,0,9
"spot 761",20,0,0,34,6,0,9,0,12,0,4,22,1,0,10,0,11,0,0,0
"spot 762",28,36,0,24,8,22,0,30,0,17,0,0,0,0,2,0,11,0,9,0
"spot 763",0,20,0,19,0,0,14,0,8,0,1,0,0,3,8,1,0,0,0,0
"spot 764",0,40,17,46,0,0,15,0,0,0,3,18,11,0,0,5,0,11,0,0
"spot 765",57,19,0,0,17,0,17,46,0,18,7,11,15,0,6,5,0,0,0,0
"spot 766",20,0,9,0,7,0,17,17,14,18,0,0,2,4,0,4,0,4,0,9
"spot 767",12,58,14,0,17,0,0,0,16,0,0,0,0,0,3,6,5,3,3,0
"spot 768",21,0,24,86,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,10
"spot 769",0,0,2,0,4,5,6,0,4,0,5,0,8,6,8,0,12,5,7,0
"spot 770",1,7,0,0,0,6,0,16,3,6,3,0,11,0,2,6,0,4,11,0
"spot 771",16,8,5,14,3,0,3,8,1,12,0,0,7,8,4,2,9,3,0,4
"spot 772",5,0,0,4,0,9,0,0,0,8,0,11,7,0,0,3,0,0,7,6
"spot 773",12,0,5,0,0,0,0,9,0,0,0,0,3,0,9,0,7,0,0,0
"spot 774",0,4,0,13,5,0,5,2,6,0,0,12,6,8,4,1,7,0,11,0
"spot 775",0,9,4,17,0,0,6,17,0,4,6,0,7,10,10,0,5,0,0,0
"spot 776",0,0,0,0,3,0,0,5,0,0,3,11,0,4,6,0,0,2,0,10
"spot 777",8,0,5,7,10,0,0,9,6,8,4,5,0,7,2,5,0,7,4,0
"spot 778",0,15,0,10,0,0,11,13,0,0,0,10,0,0,0,2,0,0,9,6
"spot 779",0,0,0,0,6,0,0,0,4,13,0,0,6,0,2,0,8,0,12,9
"spot 780",0,14,0,0,0,0,5,0,0,11,0,0,2,0,0,0,8,5,10,9
"spot 781",5,0,13,9,8,0,11,24,9,9,0,8,0,4,0,6,6,0,0,0
"spot 782",0,19,7,0,0,0,0,14,11,0,0,23,12,7,0,5,0,0,9,0
"spot 783",13,0,12,0,0,0,14,0,3,2,0,20,6,5,0,7,0,0,8,0
"spot 784",0,0,9,0,0,0,0,19,0,3,1,8,0,7,0,5,4,6,7,4
"spot 785",20,21,0,0,0,0,0,8,0,23,2,0,4,0,0,0,0,11,0,0
"spot 786",20,16,12,37,0,6,13,0,4,0,7,8,4,0,3,2,6,0,6,5
"spot 787",13,23,15,0,0,0,0,9,7,0,0,5,0,0,0,8,6,0,0,5
"spot 788",14,12,0,14,9,0,0,0,0,0,0,0,0,0,5,0,0,3,10,0
"spot 789",21,24,20,23,0,14,26,0,0,0,5,0,0,11,0,0,4,0,0,8
"spot 790",0,0,0,0,0,16,0,0,10,10,9,0,0,0,0,0,0,6,10,0
"spot 791",0,0,0,0,6,16,13,0,0,0,8,0,3,1,4,3,4,0,7,4
"spot 792",0,0,0,37,0,20,13,0,0,0,6,0,0,0,6,2,0,5,6,11
"spot 793",0,0,12,0,8,0,24,21,0,0,4,6,7,9,0,0,0,0,5,10
"spot 794",0,0,0,0,0,18,0,19,19,27,0,0,0,0,8,7,7,0,6,0
"spot 795",0,17,13,0,10,0,0,0,0,17,1,0,0,7,0,3,12,1,0,8
"spot 796",35,0,0,31,0,0,0,19,0,12,0,0,0,0,10,6,5,0,0,10
"spot 797",22,0,0,0,0,13,16,24,6,12,7,11,0,5,0,0,0,7,0,12
"spot 798",13,24,15,40,0,20,0,0,0,0,3,0,6,0,7,0,0,0,0,0
"spot 799",0,0,33,0,9,33,38,0,0,35,9,16,8,12,0,5,0,0,0,8
"spot 800",0,0,0,0,0,19,0,28,16,16,0,0,0,0,0,0,8,6,5,5
"spot 801",10,0,0,0,1,5,0,0,0,5,7,0,4,5,9,4,4,5,0,5
"spot 802",0,0,2,0,0,0,3,4,6,0,2,0,5,0,5,8,0,0,0,0
"spot 803",0,4,0,4,5,8,0,0,3,10,4,7,0,5,0,4,0,0,8,5
"spot 804",4,0,2,0,3,0,0,17,6,4,8,12,0,16,9,0,0,7,8,0
"spot 805",0,7,3,0,4,0,3,0,1,0,8,0,0,9,6,7,0,12,0,0
"spot 806",0,10,0,18,3,7,0,0,5,7,0,0,5,7,0,5,11,0,0,6
"spot 807",4,0,0,0,8,0,0,0,0,0,5,0,6,9,0,0,7,0,0,0
"spot 808",8,0,0,11,0,0,5,0,0,5,0,0,5,0,0,0,0,0,5,0
"spot 809",8,0,0,0,0,0,0,0,8,0,0,7,5,9,8,3,7,6,0,2
"spot 810",14,0,0,16,0,3,0,6,13,0,5,0,5,7,10,1,7,4,0,0
"spot 811",0,9,0,8,0,0,5,25,2,0,0,0,0,7,5,5,0,5,0,10
"spot 812",0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,5,0,5
"spot 813",10,12,6,19,10,0,0,13,0,0,4,22,0,5,0,3,5,10,0,0
"spot 814",0,13,0,0,0,0,19,34,6,9,0,13,0,8,0,8,0,6,0,0
"spot 815",0,12,8,8,0,0,0,0,0,0,7,0,4,7,0,0,0,6,0,10
"spot 816",0,0,16,0,12,0,0,19,0,0,0,0,0,0,0,0,7,0,0,10
"spot 817",0,0,0,30,15,18,0,0,0,10,0,0,8,0,0,0,0,0,0,0
"spot 818",0,0,0,24,0,0,0,0,0,0,7,7,0,0,0,0,4,6,0,0
"spot 819",11,0,18,17,5,13,13,0,6,16,5,7,4,8,0,0,0,0,11,8
"spot 820",0,31,0,30,19,0,0,0,12,16,0,0,8,7,3,0,0,0,10,0
"spot 821",0,15,2,0,0,0,8,15,12,0,0,8,0,0,0,0,6,8,0,0
"spot 822",24,0,0,16,24,28,0,0,12,0,0,6,0,6,5,4,6,3,2,0
"spot 823",0,0,14,0,0,0,11,0,0,0,2,0,6,0,10,0,0,1,4,8
"spot 824",18,0,0,0,0,0,0,44,12,9,0,0,6,0,8,3,5,0,0,0
"spot 825",30,21,12,0,0,18,14,29,13,0,3,16,9,14,4,0,4,0,0,7
"spot 826",20,0,8,0,0,0,11,19,0,17,0,0,0,2,3,0,4,0,6,4
"spot 827",16,27,14,0,0,21,0,0,20,0,2,0,6,0,6,1,0,7,3,0
"spot 828",0,33,24,21,22,16,0,34,11,24,11,0,9,0,0,4,0,0,17,0
"spot 829",0,27,0,0,0,18,0,0,0,20,2,11,0,0,8,1,5,0,0,7
"spot 830",34,0,23,39,30,0,0,0,0,0,0,12,0,7,10,0,0,0,0,0
"spot 831",28,0,16,14,0,30,0,0,0,0,3,0,0,3,5,3,0,4,6,17
"spot 832",0,0,17,37,21,0,0,36,14,27,6,0,3,2,0,0,0,2,7,1
"spot 833",7,0,2,8,0,1,0,9,5,4,0,14,0,7,7,6,15,9,2,6
"spot 834",7,0,1,13,5,0,0,0,5,8,4,0,0,6,5,0,4,0,0,0
"spot 835",0,0,0,5,0,0,0,10,0,0,0,0,5,8,0,9,5,3,0,0
"spot 836",0,9,0,11,0,9,6,9,0,0,0,0,0,6,0,5,4,2,0,10
"spot 837",6,5,0,6,6,0,0,0,0,6,3,0,7,0,6,4,0,5,0,0
"spot 838",0,0,1,6,5,7,4,0,0,4,4,11,0,4,6,0,0,0,0,0
"spot 839",7,0,0,0,2,0,8,3,0,0,4,11,0,0,7,4,6,0,10,16
"spot 840",0,0,0,0,7,8,6,0,0,4,0,0,7,0,0,3,0,0,14,0
"spot 841",0,0,0,0,6,0,3,0,0,0,2,18,0,7,10,4,0,0,13,0
"spot 842",0,11,0,9,6,0,0,7,0,0,0,0,4,9,7,6,7,5,0,12
"spot 843",0,0,0,21,12,0,17,0,0,13,4,15,0,0,5,6,0,0,0,5
"spot 844",0,9,3,17,8,10,4,0,0,9,0,10,6,0,5,0,8,0,10,0
"spot 845",15,13,2,12,7,4,0,11,0,0,0,0,1,0,4,4,11,4,5,6
"spot 846",15,0,0,18,0,0,0,9,0,0,0,8,0,5,0,0,8,4,0,0
"spot 847",0,5,3,22,8,0,0,15,0,6,3,0,7,0,6,0,0,0,0,0
"spot 848",22,11,0,9,6,0,0,20,7,0,0,0,0,0,0,0,4,9,0,6
"spot 849",13,0,9,19,0,0,15,25,0,9,0,10,1,0,6,0,0,0,7,8
"spot 850",0,0,0,36,0,14,20,22,5,0,0,0,8,8,0,0,4,0,7,0
"spot 851",17,16,0,19,0,24,0,0,0,0,2,0,4,20,5,0,4,6,0,11
"spot 852",0,10,0,0,0,0,24,30,0,0,4,0,0,0,10,0,8,0,6,9
"spot 853",0,20,0,32,0,23,0,22,20,0,4,17,6,0,2,2,0,5,0,6
"spot 854",0,29,11,20,10,0,0,42,20,40,0,15,0,12,0,0,7,8,8,5
"spot 855",0,35,9,0,0,0,0,21,0,0,2,17,0,0,3,6,0,6,0,9
"spot 856",43,35,19,0,18,20,0,0,0,31,8,9,0,14,9,0,0,4,0,0
"spot 857",9,31,18,19,14,18,0,0,9,18,4,0,0,0,0,3,0,3,0,3
"spot 858",0,0,0,0,0,30,10,0,17,0,0,11,0,9,3,5,4,0,0,7
"spot 859",43,22,21,59,14,0,0,24,0,37,9,12,11,7,12,6,6,8,0,7
"spot 860",0,40,0,0,0,15,0,0,0,14,0,11,5,10,6,6,10,7,8,0
"spot 861",35,0,15,0,18,20,0,36,19,0,7,15,0,0,3,0,0,7,0,0
"spot 862",20,0,0,0,13,0,13,33,0,24,0,0,11,5,0,0,0,8,0,0
"spot 863",57,0,16,0,0,32,22,0,27,0,0,13,0,0,5,6,6,6,5,0
"spot 864",33,24,12,0,0,19,12,0,0,0,1,9,0,5,0,0,0,4,0,0
"spot 865",0,0,0,0,5,3,0,0,0,4,0,15,2,10,10,7,1,0,0,0
"spot 866",4,0,6,12,5,0,0,6,0,7,6,0,0,0,0,6,0,0,6,0
"spot 867",0,9,5,7,9,0,7,10,5,6,0,0,0,7,0,0,0,6,0,0
"spot 868",0,11,6,3,5,0,2,11,2,9,4,9,0,0,0,3,8,0,0,7
"spot 869",10,20,5,0,0,7,0,0,0,4,1,18,2,0,0,0,0,8,6,0
"spot 870",0,0,1,0,0,2,10,0,0,0,0,20,8,0,0,0,0,0,0,0
"spot 871",12,0,0,0,1,2,0,0,4,0,4,0,5,6,0,0,5,0,0,8
"spot 872",0,8,6,0,7,11,0,0,0,9,5,26,0,7,9,0,7,0,0,0
"spot 873",0,15,0,11,11,0,0,0,0,7,6,14,0,0,9,0,6,6,0,0
"spot 874",10,13,0,12,0,0,0,0,0,0,3,16,0,0,6,4,0,0,0,7
"spot 875",9,6,0,0,3,4,6,0,0,9,4,10,8,0,13,0,0,4,6,0
"spot 876",0,11,6,13,0,15,8,13,15,0,4,0,5,13,0,0,0,1,0,0
"spot 877",0,0,0,9,0,11,0,18,3,0,4,7,0,2,7,7,7,10,5,0
"spot 878",0,8,0,0,0,0,0,0,7,19,1,12,2,0,4,0,0,8,0,10
"spot 879",18,0,5,12,0,14,0,14,0,0,0,0,0,0,4,2,6,0,4,3
"spot 880",0,19,0,20,8,11,0,21,0,7,0,0,0,0,6,3,0,0,0,5
"spot 881",10,0,6,0,14,9,0,18,0,12,3,8,4,4,4,4,7,6,0,0
"spot 882",0,5,9,32,0,19,0,22,0,14,0,9,0,7,0,6,0,0,14,0
"spot 883",20,0,0,0,6,0,0,9,11,11,2,0,10,0,0,0,5,0,13,0
"spot 884",20,23,11,0,11,0,0,15,0,16,0,0,13,11,0,3,6,0,0,9
"spot 885",16,20,7,38,15,6,24,0,0,0,0,8,4,0,9,0,0,0,0,0
"spot 886",18,16,0,0,15,0,0,24,0,0,0,16,0,0,7,0,11,0,0,3
"spot 887",0,29,18,0,0,0,24,0,11,0,4,0,0,12,0,0,0,0,7,0
"spot 888",0,0,20,24,18,0,0,47,0,0,2,0,11,9,0,0,7,0,0,0
"spot 889",25,0,0,0,0,0,0,40,13,13,4,0,0,5,13,7,6,7,0,0
"spot 890",18,0,0,45,0,21,0,25,8,0,0,0,8,0,0,9,0,0,11,0
"spot 891",35,19,0,0,19,0,0,0,0,30,0,5,10,3,0,0,0,0,12,0
"spot 892",0,37,20,43,15,0,0,37,0,0,0,11,0,0,0,7,0,0,0,0
"spot 893",26,0,12,21,12,0,0,25,0,11,2,0,8,8,0,0,13,5,0,4
"spot 894",36,0,0,43,0,21,0,0,32,0,10,0,9,13,0,0,0,0,0,10
"spot 895",0,48,0,0,19,25,0,35,28,0,5,0,0,0,8,0,0,0,5,4
"spot 896",34,20,0,31,14,6,0,0,0,0,6,0,8,4,3,0,0,7,0,0
"spot 897",0,6,0,10,4,0,0,9,5,0,4,0,1,4,0,1,6,3,7,3
"spot 898",0,0,0,0,0,0,6,16,4,0,6,20,0,0,7,3,7,0,8,12
"spot 899",6,0,1,0,2,0,0,0,0,0,4,11,6,0,8,0,3,4,9,0
"spot 900",0,0,0,4,0,10,0,0,0,3,0,12,5,4,5,0,0,0,0,7
"spot 901",6,0,0,0,0,0,0,20,6,7,0,0,0,0,7,7,0,0,0,2
"spot 902",7,17,0,0,0,11,0,10,0,10,0,14,0,0,0,0,0,0,0,0
"spot 903",9,14,0,8,0,13,4,0,0,0,2,0,0,4,7,0,0,0,10,7
