"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 602",0,0,13,0,0,23,0,0,6,0,13,5,0,3,0,8,7,3,6,0
"spot 603",0,8,0,0,17,32,0,6,10,0,0,0,3,0,0,14,0,0,3,5
"spot 604",0,20,24,0,16,42,0,7,0,0,0,0,2,0,0,0,0,0,0,0
"spot 605",6,13,0,14,0,41,25,0,6,5,0,0,0,0,1,0,0,1,3,0
"spot 606",9,17,0,15,8,23,12,0,0,16,6,4,0,0,2,0,0,0,7,0
"spot 607",0,0,0,0,16,31,24,0,12,12,5,4,0,0,0,5,0,1,0,0
"spot 608",7,0,8,8,0,32,0,14,0,0,4,5,5,1,4,7,0,0,10,6
"spot 609",0,2,0,2,3,7,2,0,0,2,0,0,3,15,0,10,0,0,4,3
"spot 610",2,0,2,1,4,5,2,0,1,1,0,5,0,4,3,22,7,0,6,2
"spot 611",0,5,5,2,3,11,0,0,0,1,7,3,5,0,0,0,4,2,0,5
"spot 612",2,2,2,0,0,7,0,1,0,0,7,10,4,0,6,4,8,1,0,4
"spot 613",4,1,0,0,1,0,3,0,1,0,0,0,0,7,0,0,0,0,5,0
"spot 614",2,0,0,0,0,8,0,0,3,0,0,6,0,1,0,14,0,1,0,5
"spot 615",0,2,10,1,3,3,0,0,3,4,7,0,0,0,0,19,6,0,5,0
"spot 616",2,2,0,3,0,6,3,2,3,0,11,12,0,0,2,0,0,3,0,4
"spot 617",2,0,7,0,0,3,0,1,0,0,3,7,9,0,1,0,1,0,0,6
"spot 618",5,4,0,7,8,0,3,2,0,0,0,5,0,0,7,0,8,0,6,2
"spot 619",0,0,0,0,0,0,0,2,4,4,0,5,0,1,1,2,0,0,0,5
"spot 620",0,1,0,0,0,4,5,3,0,7,0,0,3,0,6,5,0,1,0,0
"spot 621",3,0,0,5,6,7,0,0,1,5,20,7,0,6,0,10,20,3,0,0
"spot 622",4,3,0,4,0,12,0,0,0,0,0,4,0,7,4,13,0,2,7,4
"spot 623",6,3,0,3,0,0,8,2,5,0,1,0,1,0,0,10,6,0,9,0
"spot 624",5,0,0,7,5,8,0,0,3,4,10,6,0,6,3,11,6,0,0,3
"spot 625",7,0,0,7,0,16,9,8,7,9,0,0,0,0,7,8,9,1,0,0
"spot 626",0,4,10,3,0,24,0,2,7,5,0,0,4,0,0,0,0,0,0,0
"spot 627",0,0,0,12,0,26,6,0,7,3,0,5,0,0,0,0,0,0,0,4
"spot 628",0,0,0,0,4,21,0,4,0,0,0,3,1,0,0,0,2,0,0,4
"spot 629",0,1,14,0,0,0,7,0,0,0,9,2,5,1,2,0,0,1,10,7
"spot 630",0,0,0,0,7,18,15,0,3,7,0,0,8,0,2,13,0,1,7,0
"spot 631",1,0,39,8,0,0,10,0,1,6,6,3,0,0,0,0,4,0,0,7
"spot 632",5,2,31,0,9,39,13,1,0,0,0,0,0,0,4,9,7,2,0,1
"spot 633",0,0,0,0,0,25,0,12,2,5,0,3,6,0,5,0,6,2,3,0
"spot 634",0,0,24,0,0,0,13,6,0,0,5,0,0,1,0,0,2,3,0,0
"spot 635",0,0,0,0,10,18,0,8,5,0,8,3,0,0,0,0,2,0,6,0
"spot 636",0,0,0,0,25,0,0,0,0,10,0,0,7,0,3,10,0,1,0,3
"spot 637",8,10,0,20,9,0,0,0,0,0,0,0,2,0,2,10,0,0,2,0
"spot 638",22,13,38,0,0,47,26,0,15,14,4,5,3,0,3,0,6,0,0,0
"spot 639",9,0,32,6,0,28,0,11,16,17,0,0,2,0,0,0,10,0,0,0
"spot 640",0,11,0,0,16,41,18,0,12,0,9,0,0,9,0,3,0,0,4,0
"spot 641",2,0,1,1,0,0,0,0,2,1,11,5,9,3,0,7,7,0,8,2
"spot 642",0,1,0,0,1,4,0,0,2,1,0,0,0,3,0,11,0,0,6,5
"spot 643",0,3,5,0,1,0,0,1,0,1,10,0,8,0,8,11,0,0,0,0
"spot 644",0,0,0,0,5,3,0,2,0,0,0,5,0,2,1,11,0,1,3,0
"spot 645",1,0,4,0,4,0,0,0,0,2,6,5,6,0,4,0,0,1,9,5
"spot 646",2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,1,9,0
"spot 647",0,8,5,0,0,7,2,0,0,1,12,0,0,0,4,0,0,4,2,0
"spot 648",6,2,0,0,2,0,0,0,0,0,10,0,4,0,0,0,10,0,0,2
"spot 649",6,1,0,0,0,5,0,1,5,0,5,5,4,7,4,3,6,1,0,0
"spot 650",3,0,12,5,0,10,0,1,0,4,9,7,0,0,3,14,0,0,0,4
"spot 651",3,2,6,4,2,0,3,3,0,0,0,0,0,3,1,0,0,0,0,1
"spot 652",0,0,0,1,0,8,0,0,0,1,5,9,4,0,1,0,0,0,7,0
"spot 653",3,4,0,0,2,9,0,0,0,0,7,0,11,4,8,0,7,0,9,0
"spot 654",0,0,0,0,2,0,0,0,0,0,7,0,0,3,0,9,4,0,0,3
"spot 655",0,3,0,4,0,11,6,1,0,3,0,0,0,0,1,0,0,0,0,5
"spot 656",4,0,0,4,0,14,10,6,4,0,0,5,0,0,0,9,0,0,8,5
"spot 657",6,0,0,0,0,0,5,2,3,0,3,0,15,2,0,0,3,0,6,0
"spot 658",0,0,0,0,7,0,0,0,0,6,0,0,3,0,0,7,2,0,0,0
"spot 659",0,7,0,0,0,0,4,7,3,3,0,0,3,2,0,0,1,1,7,2
"spot 660",4,6,0,7,14,0,9,2,7,0,9,0,5,0,1,7,0,2,2,0
"spot 661",0,8,0,9,5,28,2,2,0,10,0,6,3,0,0,0,6,1,0,3
"spot 662",0,4,22,0,4,27,0,0,11,4,0,2,2,0,0,7,0,4,0,2
"spot 663",8,0,0,0,16,25,17,7,0,7,8,0,9,5,5,12,0,0,4,0
"spot 664",8,8,0,0,0,25,13,5,8,10,0,8,0,0,2,0,4,1,5,0
"spot 665",0,0,0,5,0,0,0,0,3,5,3,6,0,8,0,6,2,0,0,0
"spot 666",0,0,0,10,0,27,10,0,0,12,6,0,5,5,0,12,0,0,0,0
"spot 667",0,7,0,0,10,0,0,5,0,12,8,0,5,0,2,0,0,1,0,7
"spot 668",0,0,0,0,0,27,10,6,0,0,0,4,0,0,0,0,5,0,0,0
"spot 669",0,21,0,22,14,49,18,0,7,0,0,8,0,3,0,0,4,0,6,2
"spot 670",0,0,0,0,7,61,16,0,9,3,0,0,0,0,3,9,0,0,0,3
"spot 671",0,0,31,0,0,38,0,0,0,0,6,0,12,9,3,9,0,3,0,1
"spot 672",0,0,31,13,0,47,36,7,21,0,4,4,0,0,2,9,7,0,0,0
"spot 673",0,1,3,0,0,0,0,0,0,0,5,6,6,0,0,7,0,1,5,6
"spot 674",0,1,0,0,0,8,2,1,0,0,7,0,5,3,6,0,0,2,10,0
"spot 675",1,0,2,3,0,5,2,0,0,0,0,0,4,0,0,10,7,0,0,0
"spot 676",0,1,0,1,1,7,0,1,2,1,1,8,4,3,3,0,0,3,0,0
"spot 677",0,0,7,2,0,14,0,0,0,0,6,0,2,4,4,0,9,0,0,0
"spot 678",3,1,0,4,5,6,2,0,0,4,1,4,7,0,0,9,6,0,0,0
"spot 679",0,0,6,0,2,0,0,2,2,2,7,0,4,7,0,0,0,2,4,2
"spot 680",0,2,10,0,0,9,5,0,1,2,14,4,0,0,3,0,0,3,7,0
"spot 681",1,2,0,0,7,12,0,2,0,0,9,7,4,0,6,7,7,2,0,0
"spot 682",1,0,0,0,0,17,0,0,5,3,6,0,9,3,0,9,0,1,0,10
"spot 683",3,9,5,0,2,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0
"spot 684",0,6,10,0,0,0,7,0,5,0,9,0,0,3,4,7,0,0,3,5
"spot 685",4,0,18,0,4,0,5,0,0,0,0,0,0,4,0,0,0,1,11,2
"spot 686",0,4,10,0,0,0,6,0,0,3,0,9,1,1,0,0,0,2,0,1
"spot 687",0,0,0,0,0,7,5,2,1,6,9,7,4,0,1,8,0,3,0,0
"spot 688",0,3,18,9,6,14,0,0,8,0,5,0,7,3,6,15,8,0,8,0
"spot 689",2,0,0,7,6,9,0,0,8,3,12,0,0,3,2,7,7,0,0,3
"spot 690",0,0,0,0,0,0,0,2,10,0,10,6,0,0,0,0,0,1,7,0
"spot 691",5,13,15,14,11,0,3,2,0,11,0,0,2,0,0,2,0,0,0,0
"spot 692",10,0,0,0,6,24,0,5,9,2,0,0,0,0,1,12,4,0,0,3
"spot 693",3,5,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,2,0
"spot 694",0,0,19,0,11,0,0,0,7,8,5,0,0,4,4,0,0,0,0,0
"spot 695",8,6,0,0,10,12,0,6,8,5,0,0,0,0,4,0,4,0,4,0
"spot 696",0,11,0,0,1,20,21,0,4,6,0,0,4,5,0,7,0,0,3,0
"spot 697",0,12,0,15,15,0,14,10,0,0,0,0,0,0,4,0,0,0,0,4
"spot 698",14,0,0,0,15,39,0,4,7,0,3,1,4,0,2,1,0,0,3,3
"spot 699",21,0,0,16,12,0,12,9,0,0,0,0,2,0,0,0,6,0,2,2
"spot 700",15,0,24,16,0,22,24,0,0,0,0,7,1,0,3,8,2,3,3,1
"spot 701",0,0,0,16,0,0,14,0,12,12,0,4,7,3,5,5,0,0,0,0
"spot 702",11,0,24,23,20,36,18,5,0,0,5,0,0,0,0,0,2,3,0,0
"spot 703",0,0,36,15,0,45,36,18,15,0,0,0,0,0,0,0,0,1,0,1
"spot 704",0,0,57,0,0,63,15,11,24,0,12,3,3,0,0,0,0,0,2,0
"spot 705",2,0,6,0,3,0,3,1,0,0,0,0,4,1,0,4,0,2,6,3
"spot 706",0,5,0,2,0,0,0,3,0,0,6,4,5,0,0,10,6,0,0,0
"spot 707",0,0,0,3,2,0,0,0,0,1,0,3,0,6,0,9,3,1,0,5
"spot 708",4,0,1,2,0,0,3,0,0,0,0,0,0,0,3,13,0,0,6,0
"spot 709",0,0,7,0,2,6,3,0,0,3,6,5,2,5,4,0,6,1,0,0
"spot 710",0,1,3,0,0,0,8,0,0,0,0,3,0,7,2,11,0,2,6,0
"spot 711",1,7,6,1,0,6,0,3,2,0,0,6,2,0,2,0,5,1,0,0
"spot 712",3,6,0,3,3,0,0,0,0,0,0,2,0,0,4,4,0,0,0,5
"spot 713",4,0,15,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,4,0
"spot 714",2,8,0,2,5,9,0,3,0,0,0,0,3,0,0,8,3,1,0,4
"spot 715",8,3,9,8,0,0,8,0,0,2,0,8,6,0,2,0,0,0,12,0
"spot 716",2,7,0,0,0,6,0,0,1,3,0,0,0,4,0,17,1,0,0,0
"spot 717",1,5,0,0,0,18,0,0,0,2,0,7,0,1,2,0,6,1,0,0
"spot 718",8,0,9,0,0,0,6,0,9,5,10,0,0,4,5,0,0,0,0,0
"spot 719",9,3,12,0,5,18,0,0,0,0,4,0,3,1,0,0,0,0,4,1
"spot 720",9,0,0,0,8,0,5,4,0,7,0,0,0,0,7,12,0,0,0,0
"spot 721",0,0,0,0,0,18,9,0,0,3,0,5,0,0,1,0,0,2,0,6
"spot 722",0,0,0,6,0,0,0,0,7,6,0,4,1,0,4,0,0,2,1,0
"spot 723",0,7,25,3,0,0,0,4,7,0,0,0,0,3,0,17,0,0,0,0
"spot 724",0,0,0,5,0,16,9,0,0,6,0,2,0,0,1,0,6,0,0,0
"spot 725",8,10,0,0,0,0,0,0,4,0,0,1,0,3,0,0,11,0,0,6
"spot 726",0,0,19,0,0,0,20,0,0,7,5,0,6,0,0,5,4,0,6,4
"spot 727",0,7,0,0,0,0,0,0,2,6,0,10,0,0,0,0,0,0,0,0
"spot 728",0,0,37,0,0,32,0,4,0,0,0,8,2,4,0,11,0,0,7,4
"spot 729",0,0,32,14,19,0,12,9,12,0,8,2,0,1,0,0,0,0,7,0
"spot 730",0,0,0,0,16,27,0,0,0,14,6,3,9,0,0,8,0,4,0,0
"spot 731",0,0,19,15,6,37,14,4,0,0,4,2,0,0,4,8,0,0,4,0
"spot 732",0,0,32,13,0,0,0,0,18,13,0,0,0,0,0,12,0,0,0,0
"spot 733",0,8,38,15,8,0,0,0,0,26,0,3,8,0,3,12,0,0,2,0
"spot 734",19,18,0,23,0,0,0,9,9,0,6,4,13,4,3,9,0,2,5,0
"spot 735",0,0,53,0,0,63,23,0,10,0,0,0,0,7,0,14,0,1,0,0
"spot 736",0,9,0,17,0,52,32,9,0,20,2,2,0,0,5,0,1,0,0,0
"spot 737",0,0,0,3,0,9,0,1,2,0,7,4,8,0,7,16,0,4,0,1
"spot 738",5,0,0,6,0,0,0,0,0,0,4,6,0,0,2,11,7,3,0,2
"spot 739",1,1,0,5,3,1,1,0,0,2,6,3,0,0,0,15,13,0,5,2
"spot 740",0,3,8,1,0,5,0,0,1,2,8,2,0,0,0,12,0,1,7,0
"spot 741",0,0,0,0,0,0,1,1,0,0,5,0,3,0,6,18,0,4,0,3
"spot 742",4,0,0,2,4,0,0,0,0,2,4,4,0,0,2,0,3,0,6,0
"spot 743",0,2,13,4,4,0,1,0,0,0,0,0,0,4,0,0,0,4,0,4
"spot 744",1,2,0,0,3,7,5,1,2,3,7,0,4,4,0,11,0,1,0,0
"spot 745",0,0,12,6,0,8,10,0,3,0,12,5,4,0,0,0,7,1,3,7
"spot 746",0,0,11,5,0,10,9,2,4,0,7,3,6,6,0,0,4,0,0,3
"spot 747",0,2,6,0,0,10,9,3,0,3,0,0,0,0,0,22,0,2,5,4
"spot 748",0,6,11,4,5,0,10,2,0,6,0,8,3,0,0,0,0,2,0,3
"spot 749",5,1,16,7,0,0,0,4,2,0,0,7,3,0,0,0,3,1,2,3
"spot 750",5,0,0,5,0,20,6,3,0,2,8,0,4,0,0,0,0,3,0,0
"spot 751",5,0,0,5,0,20,0,6,5,0,0,0,6,0,1,7,0,0,1,0
"spot 752",0,0,0,10,7,10,11,0,5,6,10,0,0,0,4,13,4,0,12,5
"spot 753",3,0,0,0,4,0,0,0,0,5,0,0,0,5,0,3,0,0,0,0
"spot 754",3,5,19,0,5,17,0,2,0,0,0,0,0,0,0,6,2,1,4,0
"spot 755",13,8,0,3,0,0,0,0,0,8,6,4,0,0,3,0,0,0,0,0
"spot 756",0,0,0,0,6,0,0,0,6,0,9,0,6,7,0,11,0,2,6,0
"spot 757",0,9,0,11,7,0,0,0,11,8,3,4,3,0,3,9,0,0,0,0
"spot 758",0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,7,5,1,7,0
"spot 759",0,15,34,0,0,17,7,7,7,0,8,2,5,5,0,0,0,0,0,3
"spot 760",3,0,0,0,0,22,0,0,0,0,7,0,7,0,2,6,3,0,6,0
"spot 761",0,10,0,0,0,55,25,6,13,0,0,1,0,3,0,0,0,1,0,0
"spot 762",0,0,28,14,13,0,8,0,0,5,0,0,0,0,2,8,9,2,5,1
"spot 763",17,11,26,25,9,30,0,10,0,12,4,3,5,4,0,0,5,0,0,0
"spot 764",0,12,40,19,17,0,0,8,0,22,0,1,5,0,0,9,0,3,4,2
"spot 765",0,11,52,0,0,46,16,0,8,0,0,0,0,0,5,11,0,0,0,0
"spot 766",11,22,55,0,0,0,0,15,14,0,4,0,0,0,1,7,0,0,11,0
"spot 767",0,0,37,16,35,24,41,0,14,36,9,0,0,5,1,12,0,1,9,2
"spot 768",15,26,64,21,0,0,45,0,9,0,6,7,3,0,1,0,0,0,12,0
"spot 769",3,2,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,2,0,4
"spot 770",0,2,5,0,0,0,0,2,0,0,7,7,4,5,0,13,6,0,5,4
"spot 771",2,0,0,0,0,9,0,0,1,1,0,0,0,0,0,16,0,0,0,0
"spot 772",3,2,3,1,0,0,5,1,0,3,10,4,0,0,0,0,0,0,0,0
"spot 773",0,0,10,0,2,3,0,3,0,0,0,5,4,4,2,0,8,0,7,1
"spot 774",0,0,10,3,0,0,7,0,0,2,0,4,0,4,0,0,0,2,6,4
"spot 775",2,5,15,0,0,7,0,1,0,6,0,0,1,0,3,23,8,2,5,2
"spot 776",0,5,5,0,0,8,6,1,6,0,12,0,3,0,0,8,10,2,0,0
"spot 777",0,3,9,0,0,0,0,0,0,2,0,8,5,0,0,14,0,2,0,5
"spot 778",2,7,14,0,0,0,0,1,0,0,0,2,0,1,0,17,0,0,4,0
"spot 779",0,3,16,5,1,0,7,2,0,0,9,0,6,11,0,0,10,0,0,0
"spot 780",9,0,0,0,0,0,9,2,2,0,0,0,6,0,0,0,5,0,0,0
"spot 781",0,4,0,9,0,0,3,0,0,2,0,0,0,3,0,8,3,1,0,4
"spot 782",0,0,0,5,20,11,6,1,1,0,0,0,9,2,0,10,2,0,4,2
"spot 783",7,0,0,0,0,12,0,3,1,0,2,2,0,8,5,0,0,0,6,0
"spot 784",3,6,0,0,0,10,19,3,0,0,8,3,0,8,6,0,4,0,0,0
"spot 785",0,0,0,0,0,0,8,0,0,0,0,2,0,1,0,0,7,3,0,4
"spot 786",9,8,0,0,0,0,15,5,0,0,0,0,5,1,1,0,0,0,0,5
"spot 787",4,0,24,0,0,0,0,3,11,0,0,3,7,3,0,0,0,2,5,0
"spot 788",9,10,14,9,0,21,0,0,0,0,5,0,6,2,0,0,0,0,6,2
"spot 789",13,0,0,0,6,0,14,0,8,10,3,0,0,9,0,8,6,0,3,0
"spot 790",7,0,0,9,0,0,0,5,0,0,7,3,0,0,4,0,1,0,4,2
"spot 791",0,0,24,0,15,25,18,0,0,19,0,0,2,0,0,0,0,0,3,0
"spot 792",14,0,0,0,20,16,6,4,9,8,0,0,0,0,0,9,4,0,10,3
"spot 793",11,0,45,31,18,0,0,0,0,0,15,0,2,0,2,6,0,0,0,2
"spot 794",0,13,0,0,21,52,0,0,0,8,0,5,7,0,0,11,4,0,0,0
"spot 795",0,0,37,9,0,0,27,0,12,14,0,4,3,4,5,0,9,0,0,3
"spot 796",0,0,0,21,13,25,0,0,0,9,0,8,2,0,2,12,3,2,0,4
"spot 797",0,0,0,0,24,0,17,11,0,23,0,3,2,4,1,0,2,0,1,2
"spot 798",21,0,40,25,24,70,32,9,0,21,3,3,4,2,3,0,7,0,0,2
"spot 799",0,0,0,17,0,0,19,11,28,0,0,0,0,2,1,0,1,0,5,0
"spot 800",0,0,54,24,0,0,26,9,25,34,0,5,0,5,0,0,4,0,0,3
"spot 801",1,0,1,0,1,2,0,2,0,1,6,5,9,0,0,13,8,0,0,0
"spot 802",3,1,0,3,2,0,0,0,2,1,5,9,5,1,0,0,0,0,0,0
"spot 803",2,5,8,5,0,6,0,4,3,0,15,0,0,4,4,0,0,3,7,0
"spot 804",4,2,0,0,4,0,2,0,0,0,0,5,2,8,0,14,0,5,4,0
"spot 805",0,2,15,4,7,0,0,0,0,0,14,0,0,2,0,0,0,1,0,2
"spot 806",3,0,0,2,7,13,0,0,3,0,11,5,9,0,2,0,0,0,0,0
"spot 807",6,0,0,0,1,0,5,0,0,0,8,0,0,4,0,0,4,4,0,0
"spot 808",4,1,0,2,0,0,11,2,4,0,0,0,3,4,2,11,5,0,0,5
"spot 809",3,0,11,0,0,0,0,0,7,4,0,5,6,0,0,0,3,3,10,3
"spot 810",6,7,0,5,7,0,0,4,4,3,5,6,3,2,0,0,0,0,16,0
"spot 811",0,4,15,0,0,0,0,5,3,3,0,9,4,0,0,0,0,0,9,0
"spot 812",2,0,0,5,0,0,0,0,0,4,6,0,0,0,0,9,0,1,0,2
"spot 813",0,0,0,16,0,20,0,1,0,9,4,0,0,0,0,8,4,0,12,0
"spot 814",0,7,0,0,0,16,0,0,0,3,0,5,0,0,4,13,5,1,0,6
"spot 815",0,9,0,0,0,0,0,0,6,0,8,0,6,0,1,0,0,0,0,0
"spot 816",5,0,13,0,9,0,0,7,5,0,0,10,0,0,0,0,0,0,7,4
"spot 817",0,0,21,10,6,22,0,5,8,4,13,4,3,0,0,0,0,0,4,0
"spot 818",4,7,0,4,14,8,17,0,4,10,7,0,0,3,7,0,4,0,0,6
"spot 819",0,19,10,7,2,26,0,6,0,0,6,0,0,4,2,0,0,1,0,3
"spot 820",0,0,0,8,3,25,0,6,7,0,0,0,5,3,1,0,0,0,0,2
"spot 821",13,0,31,0,9,0,17,0,0,0,0,6,0,0,2,10,0,5,10,3
"spot 822",0,4,0,0,6,29,10,6,0,0,0,5,3,0,0,0,3,0,1,2
"spot 823",4,11,0,18,0,0,0,9,13,5,7,1,0,0,4,0,6,2,4,0
"spot 824",0,11,31,14,0,27,17,10,12,0,0,3,0,0,0,0,6,1,7,0
"spot 825",0,0,15,10,11,0,10,0,5,13,0,1,0,4,1,11,0,0,6,0
"spot 826",0,15,0,0,16,0,21,8,7,0,6,8,0,0,2,10,9,0,5,2
"spot 827",10,0,36,33,20,42,0,10,0,14,0,0,4,4,0,10,5,0,3,0
"spot 828",0,13,0,15,21,0,0,9,0,0,0,0,0,0,0,10,4,0,0,0
"spot 829",23,14,0,0,40,0,39,0,0,0,5,5,0,0,0,0,0,0,5,0
"spot 830",0,34,48,0,32,0,0,0,0,15,11,0,12,4,0,0,0,0,2,1
"spot 831",31,18,0,0,0,0,28,20,0,0,0,0,0,6,4,3,5,1,0,2
"spot 832",31,28,128,40,0,47,65,0,0,0,0,0,0,3,5,0,0,0,0,0
"spot 833",1,3,7,1,2,4,0,1,2,4,7,3,5,6,3,0,0,2,3,0
"spot 834",0,0,1,1,3,11,2,0,0,0,7,0,7,0,2,0,3,0,6,0
"spot 835",0,3,8,0,2,11,0,2,0,3,0,5,0,0,0,0,4,3,8,10
"spot 836",0,5,0,5,0,0,0,1,0,5,8,0,2,0,0,0,8,1,4,0
"spot 837",2,0,11,7,3,10,0,0,0,4,6,0,0,0,1,0,0,0,4,5
"spot 838",1,1,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,2,2,5
"spot 839",0,3,8,3,2,0,4,2,0,0,0,8,3,0,1,0,4,0,7,0
"spot 840",4,0,10,5,0,0,0,5,0,0,5,3,4,5,0,2,0,1,0,1
"spot 841",0,6,16,9,5,16,2,1,0,1,6,0,0,3,0,0,0,1,0,3
"spot 842",4,3,18,5,3,0,0,2,0,0,0,6,4,0,0,10,0,0,5,0
"spot 843",0,0,0,5,0,14,0,3,0,4,0,2,0,0,0,8,0,0,7,2
"spot 844",6,3,0,0,6,0,8,0,6,0,0,0,4,5,0,0,0,0,0,0
"spot 845",9,0,15,10,0,17,0,2,3,0,11,0,6,9,2,0,4,0,0,2
"spot 846",0,0,0,9,9,0,0,0,0,6,0,4,5,4,2,8,0,1,8,0
"spot 847",0,0,12,0,0,21,9,0,0,0,8,9,2,0,2,0,0,2,3,1
"spot 848",10,0,0,13,0,14,8,0,5,4,6,5,0,1,0,0,0,0,0,3
"spot 849",7,0,0,6,0,0,0,0,0,0,8,1,2,2,0,0,0,0,6,1
"spot 850",0,6,30,10,0,0,0,0,0,10,4,0,9,1,6,5,8,0,4,4
"spot 851",9,9,0,10,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4
"spot 852",0,12,41,9,19,0,7,0,4,0,2,3,2,0,0,0,0,3,0,2
"spot 853",11,0,0,0,0,50,14,16,0,0,0,0,6,10,6,0,0,0,3,0
"spot 854",10,0,29,0,0,0,0,7,0,9,0,9,4,0,0,7,2,0,7,1
"spot 855",0,9,0,13,0,0,15,0,0,0,11,0,4,3,0,0,6,1,2,0
"spot 856",0,19,0,23,0,0,0,0,6,0,4,0,4,6,0,7,10,2,4,0
"spot 857",13,0,44,0,17,0,26,0,0,12,8,0,0,0,0,0,0,2,0,0
"spot 858",12,0,0,0,27,24,0,0,0,0,5,0,0,0,2,8,0,0,0,0
"spot 859",13,0,44,0,23,0,36,12,20,0,0,0,0,0,0,2,0,2,2,0
"spot 860",0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,4,2,0,0,2
"spot 861",0,25,0,14,0,0,0,0,0,14,0,0,0,1,0,6,6,0,0,2
"spot 862",0,0,44,0,35,0,32,0,27,26,0,0,0,0,0,0,0,1,0,0
"spot 863",23,0,86,36,0,48,0,0,12,0,3,0,1,0,0,9,3,2,9,4
"spot 864",0,57,0,46,70,132,68,47,0,54,0,4,0,0,0,10,16,0,0,1
"spot 865",1,3,4,0,5,0,0,1,2,0,0,0,0,6,1,0,0,1,0,4
"spot 866",0,0,0,0,0,0,0,0,0,5,9,0,0,4,3,0,0,0,7,5
"spot 867",0,2,5,3,0,3,4,2,2,0,0,5,0,1,2,13,0,0,3,5
"spot 868",1,0,0,4,12,0,4,0,2,0,0,0,0,0,0,9,1,1,7,0
"spot 869",1,0,19,5,0,0,0,0,6,0,0,6,0,0,0,0,6,0,2,5
"spot 870",0,0,11,0,5,12,1,3,0,2,12,9,0,4,0,8,10,1,8,0
"spot 871",0,3,12,0,8,0,6,0,2,2,0,4,0,3,3,18,6,0,0,1
"spot 872",4,0,0,2,0,0,11,0,3,0,0,2,0,0,0,17,3,0,0,0
"spot 873",9,0,15,4,8,17,7,2,3,0,6,0,0,0,0,8,0,2,4,0
"spot 874",0,0,0,0,9,0,0,4,0,1,5,5,6,2,1,0,3,1,0,0
"spot 875",4,5,0,5,0,10,7,3,0,7,0,7,0,0,2,12,0,0,0,3
"spot 876",0,0,0,3,15,0,0,3,0,0,7,0,0,7,0,9,0,0,7,1
"spot 877",11,0,18,0,0,0,20,0,0,0,6,0,6,2,0,0,0,0,4,0
"spot 878",0,0,21,11,0,0,10,0,0,0,8,9,0,7,4,10,0,0,0,6
"spot 879",0,0,20,0,9,35,17,0,3,4,9,13,2,0,0,0,8,3,0,6
"spot 880",0,0,51,0,12,0,0,3,0,5,9,8,0,0,1,8,5,0,8,0
"spot 881",0,0,0,3,0,0,26,7,0,0,9,2,0,0,0,0,6,0,0,0
"spot 882",12,10,36,0,14,27,0,0,10,0,4,2,11,4,2,8,6,0,0,0
"spot 883",0,12,0,0,16,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0
"spot 884",0,7,0,0,9,0,9,13,9,0,7,0,0,3,2,6,0,0,0,0
"spot 885",0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"spot 886",0,16,19,0,0,36,23,0,0,17,4,11,0,4,3,0,0,2,0,9
"spot 887",0,0,0,16,12,25,0,0,0,0,0,7,0,0,0,0,4,2,3,7
"spot 888",13,0,23,0,0,19,0,7,0,18,11,0,0,2,1,3,4,0,5,0
"spot 889",0,0,36,15,0,33,0,13,22,0,0,5,4,5,0,21,5,2,0,0
"spot 890",24,0,0,28,40,0,0,0,0,13,3,0,0,0,7,4,7,1,0,0
"spot 891",18,0,0,32,0,0,19,18,9,23,8,10,0,3,2,7,0,1,3,4
"spot 892",0,18,0,0,18,0,24,0,0,14,4,0,2,4,0,14,0,0,0,0
"spot 893",0,0,42,16,25,36,48,0,0,29,0,5,0,4,0,0,3,0,0,1
"spot 894",16,0,75,0,62,47,0,0,0,22,7,0,0,1,0,0,0,0,4,1
"spot 895",30,20,0,0,0,130,0,0,29,25,0,0,0,4,3,9,0,0,0,3
"spot 896",0,23,104,0,0,0,0,17,0,0,0,6,0,0,2,7,5,6,0,3
"spot 897",0,0,5,3,1,0,0,2,0,2,6,1,3,7,0,0,9,0,0,0
"spot 898",0,4,0,0,2,5,0,0,0,0,3,6,3,0,0,12,7,2,9,7
"spot 899",3,5,0,0,0,9,0,0,2,7,0,0,0,8,0,0,0,1,0,0
"spot 900",0,0,13,6,0,7,0,5,0,0,4,0,7,0,0,0,7,0,0,0
"spot 901",0,0,0,2,0,0,3,0,4,0,0,5,3,0,2,0,6,0,1,2
"spot 902",2,7,9,0,0,15,0,4,4,0,8,4,5,0,1,6,0,0,0,1
"spot 903",0,0,15,9,5,10,3,0,5,5,8,0,8,0,7,9,0,0,9,4
