"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 602",0,8,13,0,1,1,0,8,3,0,0,2,3,1,0,0,0,0,0,5
"spot 603",5,0,0,0,12,1,0,15,9,7,2,0,4,0,2,0,14,10,0,0
"spot 604",0,10,14,11,0,0,0,4,6,8,2,0,4,0,0,0,3,4,0,0
"spot 605",14,0,0,14,0,2,0,0,11,0,3,0,7,11,0,0,12,0,0,0
"spot 606",0,5,0,0,18,2,5,0,0,0,3,9,3,0,2,0,0,11,0,0
"spot 607",0,10,9,23,0,0,0,0,10,0,0,0,2,1,0,3,0,0,0,0
"spot 608",0,11,0,0,27,6,0,0,16,0,0,15,10,13,0,12,25,0,0,15
"spot 609",3,0,9,8,7,2,0,4,4,1,0,0,2,0,0,0,20,0,0,24
"spot 610",5,2,0,6,0,1,0,2,2,0,4,0,4,12,0,6,16,0,0,5
"spot 611",0,0,0,0,0,0,0,0,0,4,3,7,0,8,0,8,0,0,1,4
"spot 612",2,3,0,0,0,2,4,2,0,0,0,11,0,10,3,0,0,0,0,6
"spot 613",0,0,7,0,0,0,0,0,0,3,0,7,0,0,5,10,0,0,0,7
"spot 614",0,0,0,0,1,0,6,0,0,0,5,0,4,0,2,0,21,11,0,0
"spot 615",0,6,0,0,0,0,0,6,7,9,0,0,9,6,0,0,9,0,1,0
"spot 616",4,0,0,0,0,3,4,3,6,7,0,7,0,0,5,7,13,14,0,17
"spot 617",0,3,0,2,9,1,0,0,1,0,4,0,0,4,0,0,19,0,3,4
"spot 618",0,2,9,0,0,0,4,0,0,0,4,0,0,6,0,0,5,9,0,0
"spot 619",3,0,0,2,0,0,0,0,4,0,0,0,0,5,0,10,9,9,4,3
"spot 620",0,5,20,0,0,0,0,0,0,0,0,4,0,0,8,14,9,10,1,0
"spot 621",6,4,0,0,5,0,0,3,0,1,0,0,1,0,0,4,0,0,2,3
"spot 622",19,0,27,3,0,2,8,0,0,0,3,7,7,6,0,12,0,0,4,0
"spot 623",0,0,35,0,0,4,0,12,0,14,13,27,0,0,0,0,0,0,13,0
"spot 624",16,0,29,3,10,5,0,0,0,0,0,5,2,10,0,0,0,0,5,0
"spot 625",10,0,31,4,0,4,17,10,0,9,3,8,9,0,5,7,26,0,0,0
"spot 626",0,0,0,16,0,11,7,0,10,0,16,0,7,7,6,23,0,0,0,0
"spot 627",0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,2,2,1,1,0
"spot 628",0,1,7,4,0,0,2,3,0,0,0,0,5,5,1,5,6,7,0,0
"spot 629",2,11,12,0,8,1,0,3,2,0,3,1,9,8,2,0,0,0,3,0
"spot 630",0,2,16,0,4,3,0,6,0,0,0,1,0,0,2,5,7,0,3,0
"spot 631",8,0,0,0,0,1,0,3,3,0,5,9,3,3,0,0,0,0,2,4
"spot 632",10,5,13,7,5,1,12,0,4,0,0,6,5,0,1,0,0,0,0,9
"spot 633",14,0,25,0,2,0,2,0,8,8,0,0,3,14,0,3,11,0,2,0
"spot 634",0,0,0,0,0,0,0,0,10,19,3,0,0,5,6,0,9,7,0,0
"spot 635",0,5,0,13,0,4,0,0,0,0,0,10,8,0,0,0,0,12,0,0
"spot 636",14,0,0,0,10,2,0,0,14,0,0,0,3,3,0,3,5,0,2,3
"spot 637",20,0,0,39,0,0,0,12,13,0,0,6,7,6,0,0,15,0,2,0
"spot 638",0,0,15,0,0,0,4,0,0,0,0,3,0,4,4,0,0,0,0,0
"spot 639",0,5,19,10,0,0,6,0,5,0,0,3,0,0,3,5,7,0,0,0
"spot 640",4,7,29,7,10,0,0,11,0,0,0,5,2,5,0,4,0,0,1,9
"spot 641",0,2,0,0,8,0,3,5,4,0,0,4,10,2,0,0,14,15,0,10
"spot 642",3,0,9,0,0,0,0,0,2,1,0,0,0,0,2,0,11,9,3,8
"spot 643",0,0,0,3,3,1,4,0,0,1,8,0,0,0,0,10,0,9,1,6
"spot 644",11,0,11,0,0,0,0,0,1,9,3,0,0,0,5,15,0,10,0,11
"spot 645",3,0,0,0,2,1,0,4,0,0,5,0,1,0,0,2,6,0,0,0
"spot 646",6,0,0,0,0,0,0,1,0,0,2,6,3,9,0,0,0,7,0,5
"spot 647",6,0,0,0,3,0,0,4,0,0,5,6,2,9,0,0,0,6,0,10
"spot 648",8,1,11,12,0,0,10,5,9,9,8,0,16,6,3,10,0,0,2,5
"spot 649",0,4,11,8,0,3,6,0,0,1,10,0,5,13,8,0,14,0,2,13
"spot 650",0,10,11,0,4,3,0,0,5,6,0,7,0,0,0,0,14,0,2,0
"spot 651",12,0,8,0,0,0,0,0,9,6,0,0,0,0,1,0,10,0,0,12
"spot 652",0,0,10,4,0,1,3,0,0,0,0,4,0,2,0,0,0,6,2,9
"spot 653",8,3,0,2,4,0,0,7,0,0,0,0,0,12,0,6,11,0,1,0
"spot 654",12,2,0,5,0,0,0,0,0,9,0,0,5,7,1,0,4,26,0,16
"spot 655",7,5,0,6,12,1,13,4,0,7,9,8,0,0,0,4,0,0,0,0
"spot 656",14,2,13,0,1,1,0,0,0,0,0,0,6,5,1,8,14,8,1,8
"spot 657",27,0,17,5,13,1,7,0,0,0,10,0,0,0,3,0,0,9,3,0
"spot 658",10,5,23,6,0,1,5,0,6,0,2,0,5,7,3,0,0,11,0,13
"spot 659",0,1,11,8,5,3,0,0,0,8,2,6,6,3,0,0,8,7,0,0
"spot 660",0,0,9,0,0,1,3,0,5,0,5,0,0,0,0,2,8,8,1,0
"spot 661",10,4,27,0,0,4,3,0,0,7,0,4,5,4,0,0,0,0,0,0
"spot 662",0,0,4,6,6,0,4,14,0,5,0,3,0,3,0,0,6,9,0,9
"spot 663",0,0,37,0,14,0,0,16,0,0,0,0,6,15,4,0,21,0,0,9
"spot 664",18,8,0,5,0,0,8,4,0,14,0,1,6,2,5,0,3,0,2,0
"spot 665",16,5,0,18,3,0,6,0,0,8,4,0,0,7,5,10,7,11,1,0
"spot 666",25,0,0,0,0,0,9,0,9,0,0,7,0,0,0,0,0,9,0,0
"spot 667",0,13,0,15,0,0,0,0,8,0,0,0,9,8,0,8,0,8,0,0
"spot 668",18,6,0,13,12,0,0,0,0,0,4,4,1,0,0,0,8,0,2,0
"spot 669",0,0,38,10,8,1,13,0,3,5,7,0,0,0,0,2,6,3,0,0
"spot 670",10,9,0,0,0,0,0,0,5,10,0,0,0,4,3,0,3,0,0,3
"spot 671",0,3,0,2,9,2,0,0,0,9,3,0,0,0,1,2,8,10,0,0
"spot 672",0,0,62,0,0,0,10,14,13,0,0,0,0,10,0,5,7,0,6,9
"spot 673",0,1,0,4,5,0,0,3,0,5,0,2,0,11,0,0,0,0,0,12
"spot 674",8,3,19,3,0,0,0,0,6,9,0,0,6,0,2,0,19,0,0,14
"spot 675",6,3,0,4,2,0,0,0,5,2,0,0,0,20,3,2,14,16,4,13
"spot 676",0,0,5,4,0,1,0,0,0,0,0,0,0,8,0,0,0,7,1,6
"spot 677",6,4,0,0,3,2,4,6,2,1,0,0,0,11,0,0,0,0,1,15
"spot 678",5,4,0,1,0,1,0,3,2,6,0,9,6,0,4,0,10,16,0,10
"spot 679",9,2,0,0,0,0,1,5,0,0,0,7,0,8,5,0,0,8,0,5
"spot 680",0,6,0,0,0,3,0,0,0,0,0,17,10,0,0,0,0,12,0,9
"spot 681",0,0,0,5,0,1,0,2,6,4,0,9,0,0,0,15,0,0,6,7
"spot 682",10,0,10,7,0,1,7,0,0,0,6,0,12,0,0,0,0,19,0,0
"spot 683",0,5,24,10,4,0,4,11,0,4,0,14,4,5,0,10,15,0,2,5
"spot 684",9,1,14,11,7,0,0,6,0,13,5,0,0,0,4,0,0,0,3,4
"spot 685",0,0,21,7,5,0,0,8,10,12,11,18,10,11,4,8,0,16,0,19
"spot 686",8,0,8,8,6,0,3,0,0,6,0,0,1,2,2,0,16,0,0,6
"spot 687",9,7,0,4,0,3,5,6,8,7,0,0,9,0,0,15,20,0,0,0
"spot 688",8,0,23,11,27,0,5,5,0,0,4,0,4,0,4,0,12,0,0,5
"spot 689",0,6,0,2,0,5,1,0,6,0,0,3,7,0,0,5,7,0,0,5
"spot 690",0,6,0,3,0,0,0,8,4,17,0,3,0,0,0,11,0,0,4,0
"spot 691",0,0,0,4,2,0,2,6,3,0,0,0,0,4,0,0,0,5,0,4
"spot 692",0,4,19,4,8,0,0,11,1,0,2,0,2,0,1,0,11,4,0,0
"spot 693",0,0,25,5,7,0,10,9,0,7,3,6,0,0,0,5,0,10,0,5
"spot 694",0,0,0,0,0,0,7,0,11,6,0,8,0,10,0,0,0,6,2,9
"spot 695",7,5,0,0,7,0,0,5,0,0,0,0,0,0,0,5,12,0,0,0
"spot 696",14,0,20,9,13,2,12,0,9,0,0,0,0,0,0,0,5,4,0,3
"spot 697",0,6,14,4,8,3,6,6,12,0,1,0,0,0,2,0,0,1,0,0
"spot 698",21,0,0,0,14,0,0,15,10,11,0,6,0,0,0,3,13,0,3,0
"spot 699",0,11,30,8,0,0,0,11,0,0,2,3,0,2,0,0,9,8,2,11
"spot 700",0,8,0,5,0,0,0,0,0,0,0,0,0,7,1,3,4,6,0,0
"spot 701",21,0,17,0,4,0,5,8,9,14,2,3,1,0,2,0,0,5,0,0
"spot 702",12,11,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"spot 703",15,8,33,0,16,6,0,0,8,0,2,4,4,0,0,0,8,0,4,5
"spot 704",0,11,0,15,0,0,11,0,9,0,0,0,0,4,4,0,0,0,2,8
"spot 705",0,1,0,2,3,0,0,1,0,3,0,0,0,5,3,6,0,6,2,0
"spot 706",0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,3,0,15,0,0
"spot 707",0,0,8,4,0,2,0,0,0,0,5,7,0,12,5,9,15,6,0,0
"spot 708",3,0,0,0,4,0,3,2,0,1,2,0,0,3,6,2,8,7,0,5
"spot 709",3,4,6,0,0,0,0,7,0,3,3,0,3,5,2,4,0,8,1,0
"spot 710",8,7,7,10,0,0,2,5,0,0,0,7,0,0,0,9,21,9,0,11
"spot 711",6,0,0,0,7,1,0,3,1,6,4,11,5,0,0,10,4,0,5,0
"spot 712",6,3,0,0,4,0,6,0,5,4,5,0,0,0,0,6,0,20,3,3
"spot 713",0,0,0,6,4,0,2,4,4,0,0,0,4,1,0,0,0,0,3,0
"spot 714",0,0,12,2,5,0,5,0,1,6,0,3,10,5,0,7,0,0,3,11
"spot 715",0,0,0,5,8,0,4,2,0,4,0,3,6,4,0,0,0,11,3,0
"spot 716",0,3,0,0,0,0,0,5,0,0,2,0,5,0,0,0,0,0,0,7
"spot 717",10,0,0,0,0,2,5,0,3,0,0,0,5,0,0,1,0,9,2,9
"spot 718",15,0,21,8,0,3,7,0,4,7,4,0,7,0,0,3,11,12,1,12
"spot 719",0,7,0,0,0,1,0,0,0,0,5,0,5,0,0,0,0,0,0,17
"spot 720",0,6,27,6,0,1,1,1,3,16,0,8,0,0,0,8,10,0,0,10
"spot 721",8,0,19,0,9,0,0,0,0,10,0,3,5,4,2,4,13,0,0,0
"spot 722",0,0,32,4,7,5,1,12,10,14,0,0,8,11,0,0,0,7,2,0
"spot 723",0,5,16,0,2,4,0,0,0,8,0,0,3,1,1,4,0,0,0,11
"spot 724",0,5,15,4,0,0,0,16,0,0,0,5,4,13,0,0,8,0,5,6
"spot 725",8,3,23,4,5,0,0,5,0,6,5,0,0,0,0,0,12,0,0,0
"spot 726",0,0,0,5,5,2,0,0,7,10,3,0,0,7,1,1,3,0,1,0
"spot 727",0,0,0,0,0,0,2,0,0,5,1,3,2,0,1,0,0,0,0,0
"spot 728",14,2,0,12,16,5,12,10,0,16,0,0,1,11,6,6,0,0,0,0
"spot 729",0,4,34,0,18,0,0,9,5,13,0,6,4,0,0,0,0,0,0,0
"spot 730",0,6,20,0,0,0,14,0,11,0,1,3,0,0,0,0,0,0,0,0
"spot 731",0,18,0,10,15,5,0,0,23,15,3,0,7,6,6,0,16,2,5,0
"spot 732",13,0,38,0,0,0,0,0,15,11,0,0,0,7,0,8,0,4,0,5
"spot 733",0,0,15,0,0,0,0,7,0,6,1,0,0,0,1,2,2,3,0,5
"spot 734",10,16,0,0,13,7,8,10,12,8,0,0,0,11,1,0,11,7,1,11
"spot 735",22,0,0,11,0,0,10,13,4,14,2,0,0,0,0,0,5,3,0,0
"spot 736",0,0,11,0,0,0,0,5,7,13,1,0,0,5,1,2,0,3,0,0
"spot 737",8,4,6,0,4,0,0,0,0,0,10,0,10,0,0,0,0,23,5,15
"spot 738",0,1,16,6,2,1,0,0,0,4,0,0,7,0,0,13,0,0,0,0
"spot 739",6,0,0,0,6,0,0,0,0,9,1,4,0,4,5,0,22,19,0,0
"spot 740",4,1,7,0,11,0,7,6,0,4,0,15,7,0,7,13,0,0,0,0
"spot 741",4,1,11,0,11,0,0,3,5,11,0,0,5,0,0,0,0,3,1,13
"spot 742",0,7,15,4,6,0,0,0,0,3,0,12,0,0,0,10,6,7,0,12
"spot 743",0,0,0,0,0,2,7,0,0,5,2,0,9,9,2,0,10,18,0,7
"spot 744",0,2,0,5,0,1,8,0,7,3,4,0,0,0,0,9,9,16,0,14
"spot 745",0,0,0,0,5,1,0,0,3,0,0,4,6,0,0,9,0,0,0,0
"spot 746",15,6,21,2,6,0,9,0,5,12,3,0,0,10,4,12,14,21,0,0
"spot 747",11,4,12,0,7,3,0,0,0,0,1,3,0,0,1,10,13,0,2,8
"spot 748",0,3,0,0,6,0,7,0,0,0,0,6,9,0,0,0,21,0,0,10
"spot 749",7,7,13,0,10,3,7,6,6,0,0,0,16,0,0,0,17,0,0,0
"spot 750",0,0,13,4,5,2,0,6,5,0,0,0,6,11,2,3,0,5,0,4
"spot 751",13,0,21,5,12,0,4,9,0,18,0,0,14,0,0,10,9,0,2,3
"spot 752",7,12,18,0,13,0,0,0,7,8,0,6,3,4,0,0,7,12,0,12
"spot 753",0,8,0,5,7,0,0,0,5,0,0,0,0,0,4,3,6,0,3,0
"spot 754",9,4,13,0,0,1,0,0,0,7,1,0,3,0,0,0,0,7,3,9
"spot 755",8,6,14,5,0,0,11,0,4,0,0,0,6,6,0,0,0,0,0,6
"spot 756",4,2,0,4,2,0,0,4,2,2,4,0,4,0,0,0,0,0,0,4
"spot 757",0,6,0,0,8,2,1,0,5,0,3,0,5,0,0,9,0,3,2,0
"spot 758",0,0,31,0,19,0,6,9,0,0,2,0,0,6,0,14,0,4,5,0
"spot 759",14,0,0,0,0,0,0,4,0,14,0,7,0,0,2,4,4,0,0,0
"spot 760",0,6,0,9,12,6,0,15,16,0,0,8,4,0,0,4,9,8,0,0
"spot 761",32,8,0,16,0,2,11,13,7,18,8,9,4,0,0,0,13,0,2,8
"spot 762",0,0,0,9,8,5,0,0,14,20,0,0,0,0,0,8,0,9,1,0
"spot 763",0,0,24,0,0,2,2,0,0,0,2,8,0,0,0,4,0,8,1,7
"spot 764",0,0,30,3,9,1,0,6,0,0,0,0,5,0,1,2,0,0,0,0
"spot 765",0,0,30,0,20,5,11,0,14,0,3,0,6,0,8,0,9,12,0,11
"spot 766",37,0,72,0,0,7,7,15,0,22,0,7,9,9,5,14,0,0,2,8
"spot 767",0,6,0,15,0,1,16,20,6,0,3,6,4,4,0,0,9,0,3,16
"spot 768",25,11,23,0,7,0,0,0,0,0,4,0,4,11,2,2,11,8,0,4
"spot 769",0,4,0,2,6,0,0,0,5,0,4,5,4,13,1,0,9,0,5,0
"spot 770",7,3,0,6,0,0,4,3,6,10,0,0,0,0,0,0,5,9,0,13
"spot 771",2,4,0,4,0,0,0,1,1,0,8,0,3,0,0,0,8,0,0,0
"spot 772",6,3,16,0,0,1,0,3,1,9,7,3,8,9,4,0,10,24,0,0
"spot 773",7,2,0,6,10,0,0,0,0,0,4,5,5,3,7,6,0,0,0,18
"spot 774",0,0,0,9,0,0,0,12,7,10,0,0,8,4,0,0,19,0,6,0
"spot 775",0,0,2,6,0,0,3,2,4,0,0,0,6,0,1,0,0,10,1,0
"spot 776",0,0,23,0,10,0,6,10,8,7,3,0,0,11,0,7,0,11,5,0
"spot 777",0,0,0,5,0,2,0,8,15,5,0,6,7,0,0,11,12,12,0,0
"spot 778",0,0,22,0,0,0,5,4,2,3,0,10,0,0,0,0,0,0,5,0
"spot 779",10,4,5,11,0,1,5,5,11,0,0,0,7,8,0,0,23,16,0,0
"spot 780",0,0,0,2,0,0,0,0,0,0,0,4,9,0,4,7,15,0,2,0
"spot 781",0,12,0,0,6,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0
"spot 782",0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,17,0,0,1,10
"spot 783",0,0,0,6,0,0,0,0,6,8,0,0,8,0,0,0,0,0,0,0
"spot 784",0,0,25,0,2,0,8,11,0,8,0,0,0,4,6,0,0,0,3,14
"spot 785",0,4,17,7,0,0,9,4,0,3,8,2,7,11,0,0,0,12,0,0
"spot 786",0,0,0,15,0,0,9,25,0,0,6,0,11,0,0,6,0,14,2,12
"spot 787",12,8,0,0,0,3,15,11,4,13,10,4,0,0,3,0,12,0,1,0
"spot 788",0,6,0,19,0,0,7,13,0,15,0,8,0,12,0,0,9,13,3,0
"spot 789",13,3,22,6,6,1,0,5,0,0,0,0,0,0,1,2,0,0,2,7
"spot 790",5,0,11,10,0,1,0,0,6,7,3,4,3,2,0,3,5,0,1,3
"spot 791",0,0,0,15,0,0,0,7,0,0,4,0,13,0,0,0,0,0,0,10
"spot 792",17,0,29,13,0,6,23,11,0,0,0,8,0,2,0,0,0,0,1,13
"spot 793",0,0,0,0,7,0,0,5,7,0,1,0,2,5,3,2,9,0,0,0
"spot 794",12,4,16,6,4,0,0,8,0,3,0,4,2,1,0,0,0,0,0,0
"spot 795",0,7,0,8,0,2,13,0,0,0,4,7,0,8,4,4,0,11,7,0
"spot 796",0,0,0,9,0,5,13,0,0,5,0,0,3,0,3,0,0,2,0,4
"spot 797",33,11,47,21,0,0,16,30,29,0,0,0,0,0,0,2,7,17,0,9
"spot 798",0,13,0,10,18,0,13,9,0,0,0,2,6,0,0,0,0,0,4,0
"spot 799",17,12,0,11,0,8,12,0,0,0,6,0,4,8,3,4,0,0,1,0
"spot 800",0,0,27,0,22,0,15,0,0,0,0,0,0,2,1,0,7,0,0,6
"spot 801",0,0,0,5,6,0,0,0,0,9,0,4,0,0,0,8,16,11,0,12
"spot 802",0,3,0,3,0,0,7,1,5,0,2,0,12,9,0,0,0,12,4,0
"spot 803",5,3,0,0,4,0,0,4,1,0,4,0,0,12,3,0,16,0,2,0
"spot 804",0,0,6,0,2,0,0,0,4,0,4,0,1,0,4,0,0,12,0,0
"spot 805",0,0,4,1,0,0,0,0,0,0,0,0,3,7,3,1,0,8,3,6
"spot 806",12,0,15,6,4,1,0,0,0,12,0,4,0,0,0,3,8,0,0,9
"spot 807",0,0,10,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0
"spot 808",12,3,0,6,3,1,0,4,0,6,3,6,9,0,6,0,6,8,0,0
"spot 809",6,3,11,0,0,0,0,0,3,0,0,0,3,0,3,3,7,7,2,0
"spot 810",0,0,10,3,0,1,0,0,4,0,1,0,0,5,1,0,13,0,2,0
"spot 811",14,0,0,5,4,0,6,0,0,15,5,12,0,0,3,0,0,0,6,0
"spot 812",8,0,0,0,0,2,1,0,0,8,2,0,4,0,0,4,10,8,0,9
"spot 813",0,0,7,8,0,2,0,6,5,6,0,5,5,0,2,0,0,9,0,0
"spot 814",8,6,0,7,19,0,0,13,6,0,6,0,7,5,3,0,0,0,1,1
"spot 815",0,0,0,12,6,4,0,0,0,13,6,4,0,12,0,0,10,0,7,0
"spot 816",18,9,24,0,16,3,0,1,9,8,4,3,4,0,0,0,0,8,1,8
"spot 817",7,3,12,0,8,0,0,0,0,9,5,0,10,6,2,0,0,9,0,0
"spot 818",0,0,0,5,0,0,2,0,6,0,0,1,0,0,0,5,0,0,0,5
"spot 819",16,13,19,0,7,9,0,7,9,8,0,3,5,6,0,0,0,0,1,14
"spot 820",21,3,34,7,0,8,12,5,4,13,0,5,5,12,0,6,9,0,0,0
"spot 821",19,6,0,0,0,3,6,0,0,0,0,11,0,8,3,0,0,0,6,0
"spot 822",10,8,16,0,5,0,7,9,0,6,2,0,0,0,1,0,14,7,0,9
"spot 823",15,0,0,9,0,0,8,14,4,10,2,0,0,0,6,0,6,0,2,7
"spot 824",0,0,0,0,18,0,0,17,0,0,0,7,0,0,2,3,0,10,0,6
"spot 825",13,0,0,7,0,2,0,4,10,14,5,0,3,1,4,6,0,4,3,0
"spot 826",0,11,0,0,22,0,0,0,0,0,0,4,0,0,0,9,8,0,0,10
"spot 827",0,6,15,0,0,0,0,0,0,17,1,0,0,3,0,0,0,2,1,0
"spot 828",0,13,21,9,0,0,0,17,15,28,0,4,0,6,0,8,0,5,2,5
"spot 829",30,0,0,0,0,0,15,15,0,0,0,2,3,2,0,6,0,0,1,0
"spot 830",15,0,32,11,0,0,12,0,7,5,1,3,3,2,2,0,4,7,1,0
"spot 831",0,0,23,9,0,1,0,0,8,0,3,0,2,7,0,0,0,3,1,0
"spot 832",0,13,37,0,0,7,0,0,0,0,0,0,0,0,3,0,0,6,2,0
"spot 833",10,4,11,0,6,0,2,0,3,7,0,0,0,11,2,0,10,21,0,8
"spot 834",3,0,0,0,0,0,0,3,0,0,3,0,5,0,2,7,0,7,0,0
"spot 835",0,0,0,16,4,0,0,0,7,0,0,0,0,11,2,0,21,11,0,0
"spot 836",12,7,18,0,0,0,0,0,0,6,0,6,0,6,1,7,23,5,0,0
"spot 837",10,0,27,5,11,0,8,2,0,0,0,9,1,9,5,0,0,0,0,0
"spot 838",10,0,0,7,0,0,0,6,6,10,0,13,3,16,0,4,7,0,0,13
"spot 839",9,0,0,0,5,3,0,0,7,11,4,12,0,0,0,10,21,9,0,0
"spot 840",0,6,0,0,0,4,0,0,5,0,5,0,0,0,0,0,10,0,8,8
"spot 841",10,0,47,14,0,0,10,0,0,0,0,12,0,15,0,15,15,0,2,0
"spot 842",6,0,16,8,2,0,0,3,4,4,5,0,6,0,2,4,0,0,0,9
"spot 843",14,0,0,0,0,0,10,0,11,0,2,0,0,0,0,0,12,10,0,15
"spot 844",0,10,15,7,12,0,0,0,0,15,3,0,0,5,0,10,0,10,0,0
"spot 845",0,9,0,0,8,0,0,0,15,19,8,0,3,0,0,6,9,0,0,11
"spot 846",16,0,9,0,9,4,2,0,4,6,2,0,3,6,0,3,0,5,0,0
"spot 847",0,0,38,0,0,0,4,0,8,12,0,3,5,5,5,0,0,9,0,0
"spot 848",15,0,0,0,9,1,3,5,7,0,0,0,0,10,2,4,7,11,0,0
"spot 849",4,0,0,0,0,0,6,5,6,0,0,0,3,3,4,3,0,8,1,8
"spot 850",0,0,0,0,0,0,4,3,9,0,0,0,0,5,0,3,8,0,0,0
"spot 851",0,14,17,0,0,0,3,0,8,10,6,3,5,0,1,9,11,0,0,8
"spot 852",0,9,24,0,13,6,0,0,0,15,0,4,1,0,4,14,5,9,0,0
"spot 853",0,6,24,11,11,4,6,17,6,0,2,4,0,1,0,0,5,13,0,0
"spot 854",13,5,19,4,0,5,0,0,5,7,0,0,0,0,0,5,7,9,1,0
"spot 855",25,17,0,0,22,0,0,11,0,0,4,0,3,6,3,10,0,11,0,16
"spot 856",14,0,30,0,0,0,9,5,0,4,0,0,0,6,4,6,11,0,0,4
"spot 857",0,11,27,31,0,3,9,0,0,17,0,8,12,10,0,18,0,23,3,11
"spot 858",20,0,0,0,17,9,16,19,19,0,0,0,0,8,0,0,0,0,0,0
"spot 859",19,0,0,11,0,0,13,0,15,14,0,0,3,2,0,0,0,7,3,0
"spot 860",0,0,0,7,0,3,0,3,0,16,0,6,5,0,1,1,0,0,0,0
"spot 861",46,34,0,20,0,10,26,28,0,35,4,24,0,18,0,3,20,0,2,0
"spot 862",28,13,41,16,0,0,8,13,14,0,0,9,0,0,0,0,0,8,0,8
"spot 863",0,0,0,0,36,0,0,0,17,0,0,8,0,0,0,0,10,15,0,6
"spot 864",42,13,0,20,0,0,0,0,12,0,0,7,0,0,0,3,2,0,2,2
"spot 865",0,0,10,0,0,0,0,0,1,0,0,4,0,5,4,0,9,0,1,0
"spot 866",0,0,11,0,0,2,0,3,5,0,0,0,0,6,2,11,9,0,0,0
"spot 867",0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,13,0,0,0
"spot 868",13,0,5,0,0,0,0,6,0,6,0,4,6,0,0,10,14,0,1,5
"spot 869",8,0,0,4,0,1,0,0,5,9,0,0,0,0,0,0,0,0,0,7
"spot 870",6,0,0,0,0,2,3,8,1,0,5,0,2,2,0,4,0,0,0,7
"spot 871",6,0,0,7,0,0,4,8,0,4,3,0,0,0,0,0,0,12,0,13
"spot 872",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,14,0,3,0
"spot 873",0,0,0,0,0,0,5,4,0,0,3,11,7,0,2,0,0,9,0,17
"spot 874",0,2,0,5,14,1,4,0,0,8,10,0,4,9,3,4,5,3,0,9
"spot 875",0,0,19,4,0,5,0,14,0,7,7,6,9,0,0,0,0,12,1,0
"spot 876",0,0,0,8,0,1,0,0,5,4,3,0,0,12,0,5,7,0,2,18
"spot 877",18,7,0,7,13,0,1,0,7,12,0,12,0,11,4,6,0,0,0,10
"spot 878",20,0,0,0,18,0,0,0,0,0,3,5,6,0,0,9,0,0,0,12
"spot 879",0,5,0,6,0,0,5,0,7,10,3,0,8,4,1,0,0,12,0,7
"spot 880",10,7,25,0,12,0,8,0,8,12,5,9,0,0,0,9,15,0,2,0
"spot 881",0,0,18,14,0,4,0,6,5,0,0,0,0,0,3,0,0,0,2,9
"spot 882",0,3,0,0,12,0,3,5,5,0,2,0,0,0,0,5,8,6,0,4
"spot 883",5,2,9,2,0,0,4,5,4,0,0,1,3,0,0,0,0,2,0,0
"spot 884",0,14,0,0,0,2,0,0,13,0,0,3,1,12,5,0,14,0,0,5
"spot 885",0,3,0,10,9,0,0,8,7,0,5,0,0,0,9,0,0,0,0,4
"spot 886",0,0,2,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,3
"spot 887",33,0,0,0,19,4,0,26,9,0,0,5,0,9,0,7,12,14,3,12
"spot 888",0,4,0,0,5,4,9,0,10,14,0,0,0,1,1,4,0,10,0,0
"spot 889",0,0,67,0,0,0,0,15,19,10,0,4,0,0,0,7,13,12,0,9
"spot 890",13,9,23,4,0,0,0,0,4,0,3,1,0,0,0,2,6,2,4,2
"spot 891",0,6,0,13,9,6,0,0,10,0,0,5,4,2,0,5,0,9,0,0
"spot 892",22,0,0,0,0,0,0,0,0,18,0,3,0,0,2,0,11,8,0,2
"spot 893",28,0,0,29,0,0,8,0,17,0,7,8,3,9,3,0,13,5,0,18
"spot 894",25,8,56,10,27,0,0,0,14,15,0,0,6,0,4,0,9,13,0,0
"spot 895",0,0,0,25,0,5,13,19,14,19,0,9,5,0,6,0,9,0,0,5
"spot 896",24,0,31,33,26,0,10,0,12,0,0,0,0,0,1,0,0,7,0,0
"spot 897",8,0,0,0,0,0,6,0,0,0,3,9,1,0,4,0,16,0,3,19
"spot 898",10,7,15,8,0,6,0,5,1,0,0,0,4,0,0,0,12,9,2,0
"spot 899",7,0,14,8,0,1,0,0,2,10,0,3,9,0,0,7,0,7,0,8
"spot 900",10,5,7,8,4,0,0,0,7,0,0,7,20,16,0,6,0,0,3,15
"spot 901",10,4,17,6,8,4,6,6,0,0,8,0,0,0,5,0,10,0,4,0
"spot 902",0,0,0,3,0,0,0,9,0,2,4,8,0,0,4,0,12,0,1,0
"spot 903",6,3,0,8,5,2,8,6,7,0,5,8,2,4,1,0,23,5,1,17
