"method","set","value","inf","inte_situ","pattern"
"nnSVG-Cauchy","FPR",0,"inf1","scenario 1","linear"
"nnSVG-HMP","FPR",0.0268888888888889,"inf1","scenario 1","linear"
"nnSVG-PASTE","F1",0.181818181818182,"inf1","scenario 2","linear"
"nnSVG-AVE","F1",0.829596412556054,"inf1","scenario 2","linear"
"nnSVG-Union","F1",0.741839762611276,"inf1","scenario 2","linear"
"nnSVG-Inter","F1",0.613037447988904,"inf1","scenario 2","linear"
"nnSVG-Cauchy","F1",0.997995991983968,"inf1","scenario 2","linear"
"nnSVG-HMP","F1",0.9000900090009,"inf1","scenario 2","linear"
"nnSVG-PASTE","precision",0.1,"inf1","scenario 2","linear"
"nnSVG-AVE","precision",0.826713008937438,"inf1","scenario 2","linear"
"nnSVG-Union","precision",0.589622641509434,"inf1","scenario 2","linear"
"nnSVG-Inter","precision",1,"inf1","scenario 2","linear"
"nnSVG-Cauchy","precision",1,"inf1","scenario 2","linear"
"nnSVG-HMP","precision",0.818330605564648,"inf1","scenario 2","linear"
"nnSVG-PASTE","recall",1,"inf1","scenario 2","linear"
"nnSVG-AVE","recall",0.8325,"inf1","scenario 2","linear"
"nnSVG-Union","recall",1,"inf1","scenario 2","linear"
"nnSVG-Inter","recall",0.442,"inf1","scenario 2","linear"
"nnSVG-Cauchy","recall",0.996,"inf1","scenario 2","linear"
"nnSVG-HMP","recall",1,"inf1","scenario 2","linear"
"nnSVG-PASTE","FPR",1,"inf1","scenario 2","linear"
"nnSVG-AVE","FPR",0.0193888888888889,"inf1","scenario 2","linear"
"nnSVG-Union","FPR",0.0773333333333333,"inf1","scenario 2","linear"
"nnSVG-Inter","FPR",0,"inf1","scenario 2","linear"
"nnSVG-Cauchy","FPR",0,"inf1","scenario 2","linear"
"nnSVG-HMP","FPR",0.0246666666666667,"inf1","scenario 2","linear"
"nnSVG-PASTE","F1",0.181818181818182,"inf1","scenario 3","linear"
"nnSVG-AVE","F1",0.898785425101215,"inf1","scenario 3","linear"
"nnSVG-Union","F1",0.961538461538461,"inf1","scenario 3","linear"
"nnSVG-Inter","F1",0.613037447988904,"inf1","scenario 3","linear"
"nnSVG-Cauchy","F1",0.997995991983968,"inf1","scenario 3","linear"
"nnSVG-HMP","F1",0.988142292490119,"inf1","scenario 3","linear"
"nnSVG-PASTE","precision",0.1,"inf1","scenario 3","linear"
"nnSVG-AVE","precision",0.976539589442815,"inf1","scenario 3","linear"
"nnSVG-Union","precision",0.925925925925926,"inf1","scenario 3","linear"
"nnSVG-Inter","precision",1,"inf1","scenario 3","linear"
"nnSVG-Cauchy","precision",1,"inf1","scenario 3","linear"
"nnSVG-HMP","precision",0.9765625,"inf1","scenario 3","linear"
"nnSVG-PASTE","recall",1,"inf1","scenario 3","linear"
"nnSVG-AVE","recall",0.8325,"inf1","scenario 3","linear"
"nnSVG-Union","recall",1,"inf1","scenario 3","linear"
"nnSVG-Inter","recall",0.442,"inf1","scenario 3","linear"
"nnSVG-Cauchy","recall",0.996,"inf1","scenario 3","linear"
"nnSVG-HMP","recall",1,"inf1","scenario 3","linear"
"nnSVG-PASTE","FPR",1,"inf1","scenario 3","linear"
"nnSVG-AVE","FPR",0.00222222222222222,"inf1","scenario 3","linear"
"nnSVG-Union","FPR",0.00888888888888889,"inf1","scenario 3","linear"
"nnSVG-Inter","FPR",0,"inf1","scenario 3","linear"
"nnSVG-Cauchy","FPR",0,"inf1","scenario 3","linear"
"nnSVG-HMP","FPR",0.00266666666666667,"inf1","scenario 3","linear"
"nnSVG-PASTE","F1",0.182083029861617,"inf1","scenario 4","linear"
"nnSVG-AVE","F1",0.573446327683616,"inf1","scenario 4","linear"
"nnSVG-Union","F1",0.980392156862745,"inf1","scenario 4","linear"
"nnSVG-Inter","F1",0,"inf1","scenario 4","linear"
"nnSVG-Cauchy","F1",0,"inf1","scenario 4","linear"
"nnSVG-HMP","F1",0.99403578528827,"inf1","scenario 4","linear"
"nnSVG-PASTE","precision",0.100160256410256,"inf1","scenario 4","linear"
"nnSVG-AVE","precision",0.975961538461538,"inf1","scenario 4","linear"
"nnSVG-Union","precision",0.961538461538461,"inf1","scenario 4","linear"
"nnSVG-Inter","precision",0,"inf1","scenario 4","linear"
"nnSVG-Cauchy","precision",0,"inf1","scenario 4","linear"
"nnSVG-HMP","precision",0.988142292490119,"inf1","scenario 4","linear"
"nnSVG-PASTE","recall",1,"inf1","scenario 4","linear"
"nnSVG-AVE","recall",0.406,"inf1","scenario 4","linear"
"nnSVG-Union","recall",1,"inf1","scenario 4","linear"
"nnSVG-Inter","recall",0,"inf1","scenario 4","linear"
"nnSVG-Cauchy","recall",0,"inf1","scenario 4","linear"
"nnSVG-HMP","recall",1,"inf1","scenario 4","linear"
"nnSVG-PASTE","FPR",0.998222222222222,"inf1","scenario 4","linear"
"nnSVG-AVE","FPR",0.00111111111111111,"inf1","scenario 4","linear"
"nnSVG-Union","FPR",0.00444444444444444,"inf1","scenario 4","linear"
"nnSVG-Inter","FPR",0,"inf1","scenario 4","linear"
"nnSVG-Cauchy","FPR",0,"inf1","scenario 4","linear"
"nnSVG-HMP","FPR",0.00133333333333333,"inf1","scenario 4","linear"
"nnSVG-PASTE","F1",0.181818181818182,"inf3","scenario 1","linear"
"nnSVG-AVE","F1",0.98138495904691,"inf3","scenario 1","linear"
"nnSVG-Union","F1",0.950570342205323,"inf3","scenario 1","linear"
"nnSVG-Inter","F1",0.977505112474438,"inf3","scenario 1","linear"
"nnSVG-Cauchy","F1",1,"inf3","scenario 1","linear"
"nnSVG-HMP","F1",0.989119683481701,"inf3","scenario 1","linear"
"nnSVG-PASTE","precision",0.1,"inf3","scenario 1","linear"
"nnSVG-AVE","precision",0.974371611631345,"inf3","scenario 1","linear"
"nnSVG-Union","precision",0.905797101449275,"inf3","scenario 1","linear"
"nnSVG-Inter","precision",1,"inf3","scenario 1","linear"
"nnSVG-Cauchy","precision",1,"inf3","scenario 1","linear"
"nnSVG-HMP","precision",0.978473581213307,"inf3","scenario 1","linear"
"nnSVG-PASTE","recall",1,"inf3","scenario 1","linear"
"nnSVG-AVE","recall",0.9885,"inf3","scenario 1","linear"
"nnSVG-Union","recall",1,"inf3","scenario 1","linear"
"nnSVG-Inter","recall",0.956,"inf3","scenario 1","linear"
"nnSVG-Cauchy","recall",1,"inf3","scenario 1","linear"
"nnSVG-HMP","recall",1,"inf3","scenario 1","linear"
"nnSVG-PASTE","FPR",1,"inf3","scenario 1","linear"
"nnSVG-AVE","FPR",0.00288888888888889,"inf3","scenario 1","linear"
"nnSVG-Union","FPR",0.0115555555555556,"inf3","scenario 1","linear"
"nnSVG-Inter","FPR",0,"inf3","scenario 1","linear"
"nnSVG-Cauchy","FPR",0,"inf3","scenario 1","linear"
"nnSVG-HMP","FPR",0.00244444444444444,"inf3","scenario 1","linear"
"nnSVG-PASTE","F1",0.181818181818182,"inf3","scenario 2","linear"
"nnSVG-AVE","F1",0.658085808580858,"inf3","scenario 2","linear"
"nnSVG-Union","F1",0.968054211035818,"inf3","scenario 2","linear"
"nnSVG-Inter","F1",0,"inf3","scenario 2","linear"
"nnSVG-Cauchy","F1",0.330550918196995,"inf3","scenario 2","linear"
"nnSVG-HMP","F1",0.99304865938431,"inf3","scenario 2","linear"
"nnSVG-PASTE","precision",0.1,"inf3","scenario 2","linear"
"nnSVG-AVE","precision",0.967961165048544,"inf3","scenario 2","linear"
"nnSVG-Union","precision",0.938086303939962,"inf3","scenario 2","linear"
"nnSVG-Inter","precision",0,"inf3","scenario 2","linear"
"nnSVG-Cauchy","precision",1,"inf3","scenario 2","linear"
"nnSVG-HMP","precision",0.986193293885602,"inf3","scenario 2","linear"
"nnSVG-PASTE","recall",1,"inf3","scenario 2","linear"
"nnSVG-AVE","recall",0.4985,"inf3","scenario 2","linear"
"nnSVG-Union","recall",1,"inf3","scenario 2","linear"
"nnSVG-Inter","recall",0,"inf3","scenario 2","linear"
"nnSVG-Cauchy","recall",0.198,"inf3","scenario 2","linear"
"nnSVG-HMP","recall",1,"inf3","scenario 2","linear"
"nnSVG-PASTE","FPR",1,"inf3","scenario 2","linear"
"nnSVG-AVE","FPR",0.00183333333333333,"inf3","scenario 2","linear"
"nnSVG-Union","FPR",0.00733333333333333,"inf3","scenario 2","linear"
"nnSVG-Inter","FPR",0,"inf3","scenario 2","linear"
"nnSVG-Cauchy","FPR",0,"inf3","scenario 2","linear"
"nnSVG-HMP","FPR",0.00155555555555556,"inf3","scenario 2","linear"
"nnSVG-PASTE","F1",0.182848784055586,"inf3","scenario 3","linear"
"nnSVG-AVE","F1",0.665123966942149,"inf3","scenario 3","linear"
"nnSVG-Union","F1",0.98135426889107,"inf3","scenario 3","linear"
"nnSVG-Inter","F1",0,"inf3","scenario 3","linear"
"nnSVG-Cauchy","F1",0.281786941580756,"inf3","scenario 3","linear"
"nnSVG-HMP","F1",0.99601593625498,"inf3","scenario 3","linear"
"nnSVG-PASTE","precision",0.100623867981485,"inf3","scenario 3","linear"
"nnSVG-AVE","precision",0.981463414634146,"inf3","scenario 3","linear"
"nnSVG-Union","precision",0.963391136801541,"inf3","scenario 3","linear"
"nnSVG-Inter","precision",0,"inf3","scenario 3","linear"
"nnSVG-Cauchy","precision",1,"inf3","scenario 3","linear"
"nnSVG-HMP","precision",0.992063492063492,"inf3","scenario 3","linear"
"nnSVG-PASTE","recall",1,"inf3","scenario 3","linear"
"nnSVG-AVE","recall",0.503,"inf3","scenario 3","linear"
"nnSVG-Union","recall",1,"inf3","scenario 3","linear"
"nnSVG-Inter","recall",0,"inf3","scenario 3","linear"
"nnSVG-Cauchy","recall",0.164,"inf3","scenario 3","linear"
"nnSVG-HMP","recall",1,"inf3","scenario 3","linear"
"nnSVG-PASTE","FPR",0.993111111111111,"inf3","scenario 3","linear"
"nnSVG-AVE","FPR",0.00105555555555556,"inf3","scenario 3","linear"
"nnSVG-Union","FPR",0.00422222222222222,"inf3","scenario 3","linear"
"nnSVG-Inter","FPR",0,"inf3","scenario 3","linear"
"nnSVG-Cauchy","FPR",0,"inf3","scenario 3","linear"
"nnSVG-HMP","FPR",0.000888888888888889,"inf3","scenario 3","linear"
"nnSVG-PASTE","F1",0.187406296851574,"inf3","scenario 4","linear"
"nnSVG-AVE","F1",0.390380761523046,"inf3","scenario 4","linear"
"nnSVG-Union","F1",0.975806451612903,"inf3","scenario 4","linear"
"nnSVG-Inter","F1",0,"inf3","scenario 4","linear"
"nnSVG-Cauchy","F1",0,"inf3","scenario 4","linear"
"nnSVG-HMP","F1",0.963805584281282,"inf3","scenario 4","linear"
"nnSVG-PASTE","precision",0.10339123242349,"inf3","scenario 4","linear"
"nnSVG-AVE","precision",0.983838383838384,"inf3","scenario 4","linear"
"nnSVG-Union","precision",0.983739837398374,"inf3","scenario 4","linear"
"nnSVG-Inter","precision",0,"inf3","scenario 4","linear"
"nnSVG-Cauchy","precision",0,"inf3","scenario 4","linear"
"nnSVG-HMP","precision",0.997858672376874,"inf3","scenario 4","linear"
"nnSVG-PASTE","recall",1,"inf3","scenario 4","linear"
"nnSVG-AVE","recall",0.2435,"inf3","scenario 4","linear"
"nnSVG-Union","recall",0.968,"inf3","scenario 4","linear"
"nnSVG-Inter","recall",0,"inf3","scenario 4","linear"
"nnSVG-Cauchy","recall",0,"inf3","scenario 4","linear"
"nnSVG-HMP","recall",0.932,"inf3","scenario 4","linear"
"nnSVG-PASTE","FPR",0.963555555555556,"inf3","scenario 4","linear"
"nnSVG-AVE","FPR",0.000444444444444444,"inf3","scenario 4","linear"
"nnSVG-Union","FPR",0.00177777777777778,"inf3","scenario 4","linear"
"nnSVG-Inter","FPR",0,"inf3","scenario 4","linear"
"nnSVG-Cauchy","FPR",0,"inf3","scenario 4","linear"
"nnSVG-HMP","FPR",0.000222222222222222,"inf3","scenario 4","linear"
"nnSVG-PASTE","F1",0.182415176942722,"inf5","scenario 1","linear"
"nnSVG-AVE","F1",0.799287410926366,"inf5","scenario 1","linear"
"nnSVG-Union","F1",0.978473581213307,"inf5","scenario 1","linear"
"nnSVG-Inter","F1",0.284734133790738,"inf5","scenario 1","linear"
"nnSVG-Cauchy","F1",0.873873873873874,"inf5","scenario 1","linear"
"nnSVG-HMP","F1",0.99403578528827,"inf5","scenario 1","linear"
"nnSVG-PASTE","precision",0.100361300682457,"inf5","scenario 1","linear"
"nnSVG-AVE","precision",0.983918128654971,"inf5","scenario 1","linear"
"nnSVG-Union","precision",0.957854406130268,"inf5","scenario 1","linear"
"nnSVG-Inter","precision",1,"inf5","scenario 1","linear"
"nnSVG-Cauchy","precision",1,"inf5","scenario 1","linear"
"nnSVG-HMP","precision",0.988142292490119,"inf5","scenario 1","linear"
"nnSVG-PASTE","recall",1,"inf5","scenario 1","linear"
"nnSVG-AVE","recall",0.673,"inf5","scenario 1","linear"
"nnSVG-Union","recall",1,"inf5","scenario 1","linear"
"nnSVG-Inter","recall",0.166,"inf5","scenario 1","linear"
"nnSVG-Cauchy","recall",0.776,"inf5","scenario 1","linear"
"nnSVG-HMP","recall",1,"inf5","scenario 1","linear"
"nnSVG-PASTE","FPR",0.996,"inf5","scenario 1","linear"
"nnSVG-AVE","FPR",0.00122222222222222,"inf5","scenario 1","linear"
"nnSVG-Union","FPR",0.00488888888888889,"inf5","scenario 1","linear"
"nnSVG-Inter","FPR",0,"inf5","scenario 1","linear"
"nnSVG-Cauchy","FPR",0,"inf5","scenario 1","linear"
"nnSVG-HMP","FPR",0.00133333333333333,"inf5","scenario 1","linear"
"nnSVG-PASTE","F1",0.182648401826484,"inf5","scenario 2","linear"
"nnSVG-AVE","F1",0.530612244897959,"inf5","scenario 2","linear"
"nnSVG-Union","F1",0.983251231527093,"inf5","scenario 2","linear"
"nnSVG-Inter","F1",0,"inf5","scenario 2","linear"
"nnSVG-Cauchy","F1",0,"inf5","scenario 2","linear"
"nnSVG-HMP","F1",0.991026919242273,"inf5","scenario 2","linear"
"nnSVG-PASTE","precision",0.100502512562814,"inf5","scenario 2","linear"
"nnSVG-AVE","precision",0.978494623655914,"inf5","scenario 2","linear"
"nnSVG-Union","precision",0.968932038834951,"inf5","scenario 2","linear"
"nnSVG-Inter","precision",0,"inf5","scenario 2","linear"
"nnSVG-Cauchy","precision",0,"inf5","scenario 2","linear"
"nnSVG-HMP","precision",0.988071570576541,"inf5","scenario 2","linear"
"nnSVG-PASTE","recall",1,"inf5","scenario 2","linear"
"nnSVG-AVE","recall",0.364,"inf5","scenario 2","linear"
"nnSVG-Union","recall",0.998,"inf5","scenario 2","linear"
"nnSVG-Inter","recall",0,"inf5","scenario 2","linear"
"nnSVG-Cauchy","recall",0,"inf5","scenario 2","linear"
"nnSVG-HMP","recall",0.994,"inf5","scenario 2","linear"
"nnSVG-PASTE","FPR",0.994444444444444,"inf5","scenario 2","linear"
"nnSVG-AVE","FPR",0.000888888888888889,"inf5","scenario 2","linear"
"nnSVG-Union","FPR",0.00355555555555556,"inf5","scenario 2","linear"
"nnSVG-Inter","FPR",0,"inf5","scenario 2","linear"
"nnSVG-Cauchy","FPR",0,"inf5","scenario 2","linear"
"nnSVG-HMP","FPR",0.00133333333333333,"inf5","scenario 2","linear"
"nnSVG-PASTE","F1",0.189071658158442,"inf5","scenario 3","linear"
"nnSVG-AVE","F1",0.471036585365854,"inf5","scenario 3","linear"
"nnSVG-Union","F1",0.915326902465166,"inf5","scenario 3","linear"
"nnSVG-Inter","F1",0,"inf5","scenario 3","linear"
"nnSVG-Cauchy","F1",0,"inf5","scenario 3","linear"
"nnSVG-HMP","F1",0.842592592592593,"inf5","scenario 3","linear"
"nnSVG-PASTE","precision",0.104405930256839,"inf5","scenario 3","linear"
"nnSVG-AVE","precision",0.990384615384615,"inf5","scenario 3","linear"
"nnSVG-Union","precision",0.986143187066975,"inf5","scenario 3","linear"
"nnSVG-Inter","precision",0,"inf5","scenario 3","linear"
"nnSVG-Cauchy","precision",0,"inf5","scenario 3","linear"
"nnSVG-HMP","precision",1,"inf5","scenario 3","linear"
"nnSVG-PASTE","recall",1,"inf5","scenario 3","linear"
"nnSVG-AVE","recall",0.309,"inf5","scenario 3","linear"
"nnSVG-Union","recall",0.854,"inf5","scenario 3","linear"
"nnSVG-Inter","recall",0,"inf5","scenario 3","linear"
"nnSVG-Cauchy","recall",0,"inf5","scenario 3","linear"
"nnSVG-HMP","recall",0.728,"inf5","scenario 3","linear"
"nnSVG-PASTE","FPR",0.953111111111111,"inf5","scenario 3","linear"
"nnSVG-AVE","FPR",0.000333333333333333,"inf5","scenario 3","linear"
"nnSVG-Union","FPR",0.00133333333333333,"inf5","scenario 3","linear"
"nnSVG-Inter","FPR",0,"inf5","scenario 3","linear"
"nnSVG-Cauchy","FPR",0,"inf5","scenario 3","linear"
"nnSVG-HMP","FPR",0,"inf5","scenario 3","linear"
"nnSVG-PASTE","F1",0.20124773596297,"inf5","scenario 4","linear"
"nnSVG-AVE","F1",0.205289108023308,"inf5","scenario 4","linear"
"nnSVG-Union","F1",0.626538987688099,"inf5","scenario 4","linear"
"nnSVG-Inter","F1",0,"inf5","scenario 4","linear"
"nnSVG-Cauchy","F1",0,"inf5","scenario 4","linear"
"nnSVG-HMP","F1",0.468606431852986,"inf5","scenario 4","linear"
"nnSVG-PASTE","precision",0.111881852763482,"inf5","scenario 4","linear"
"nnSVG-AVE","precision",0.991341991341991,"inf5","scenario 4","linear"
"nnSVG-Union","precision",0.991341991341991,"inf5","scenario 4","linear"
"nnSVG-Inter","precision",0,"inf5","scenario 4","linear"
"nnSVG-Cauchy","precision",0,"inf5","scenario 4","linear"
"nnSVG-HMP","precision",1,"inf5","scenario 4","linear"
"nnSVG-PASTE","recall",1,"inf5","scenario 4","linear"
"nnSVG-AVE","recall",0.1145,"inf5","scenario 4","linear"
"nnSVG-Union","recall",0.458,"inf5","scenario 4","linear"
"nnSVG-Inter","recall",0,"inf5","scenario 4","linear"
"nnSVG-Cauchy","recall",0,"inf5","scenario 4","linear"
"nnSVG-HMP","recall",0.306,"inf5","scenario 4","linear"
"nnSVG-PASTE","FPR",0.882,"inf5","scenario 4","linear"
"nnSVG-AVE","FPR",0.000111111111111111,"inf5","scenario 4","linear"
"nnSVG-Union","FPR",0.000444444444444444,"inf5","scenario 4","linear"
"nnSVG-Inter","FPR",0,"inf5","scenario 4","linear"
"nnSVG-Cauchy","FPR",0,"inf5","scenario 4","linear"
"nnSVG-HMP","FPR",0,"inf5","scenario 4","linear"
"nnSVG-PASTE","F1",0.181818181818182,"inf1","scenario 1","linear"
"nnSVG-AVE","F1",0.926569376882094,"inf1","scenario 1","linear"
"nnSVG-Union","F1",0.760456273764259,"inf1","scenario 1","linear"
"nnSVG-Inter","F1",1,"inf1","scenario 1","linear"
"nnSVG-Cauchy","F1",1,"inf1","scenario 1","linear"
"nnSVG-HMP","F1",0.912408759124087,"inf1","scenario 1","linear"
"nnSVG-PASTE","precision",0.1,"inf1","scenario 1","linear"
"nnSVG-AVE","precision",0.863185153215365,"inf1","scenario 1","linear"
"nnSVG-Union","precision",0.613496932515337,"inf1","scenario 1","linear"
"nnSVG-Inter","precision",1,"inf1","scenario 1","linear"
"nnSVG-Cauchy","precision",1,"inf1","scenario 1","linear"
"nnSVG-HMP","precision",0.838926174496644,"inf1","scenario 1","linear"
"nnSVG-PASTE","recall",1,"inf1","scenario 1","linear"
"nnSVG-AVE","recall",1,"inf1","scenario 1","linear"
"nnSVG-Union","recall",1,"inf1","scenario 1","linear"
"nnSVG-Inter","recall",1,"inf1","scenario 1","linear"
"nnSVG-Cauchy","recall",1,"inf1","scenario 1","linear"
"nnSVG-HMP","recall",1,"inf1","scenario 1","linear"
"nnSVG-PASTE","FPR",1,"inf1","scenario 1","linear"
"nnSVG-AVE","FPR",0.0176111111111111,"inf1","scenario 1","linear"
"nnSVG-Union","FPR",0.07,"inf1","scenario 1","linear"
"nnSVG-Inter","FPR",0,"inf1","scenario 1","linear"
"nnSVG-Cauchy","FPR",0,"inf1","scenario 1","linear"
"nnSVG-HMP","FPR",0.0213333333333333,"inf1","scenario 1","linear"
"nnSVG-PASTE","F1",0.181818181818182,"inf1","scenario 2","linear"
"nnSVG-AVE","F1",0.818040435458787,"inf1","scenario 2","linear"
"nnSVG-Union","F1",0.78125,"inf1","scenario 2","linear"
"nnSVG-Inter","F1",0.444790046656299,"inf1","scenario 2","linear"
"nnSVG-Cauchy","F1",0.996990972918756,"inf1","scenario 2","linear"
"nnSVG-HMP","F1",0.915750915750916,"inf1","scenario 2","linear"
"nnSVG-PASTE","precision",0.1,"inf1","scenario 2","linear"
"nnSVG-AVE","precision",0.849300322927879,"inf1","scenario 2","linear"
"nnSVG-Union","precision",0.641025641025641,"inf1","scenario 2","linear"
"nnSVG-Inter","precision",1,"inf1","scenario 2","linear"
"nnSVG-Cauchy","precision",1,"inf1","scenario 2","linear"
"nnSVG-HMP","precision",0.844594594594595,"inf1","scenario 2","linear"
"nnSVG-PASTE","recall",1,"inf1","scenario 2","linear"
"nnSVG-AVE","recall",0.789,"inf1","scenario 2","linear"
"nnSVG-Union","recall",1,"inf1","scenario 2","linear"
"nnSVG-Inter","recall",0.286,"inf1","scenario 2","linear"
"nnSVG-Cauchy","recall",0.994,"inf1","scenario 2","linear"
"nnSVG-HMP","recall",1,"inf1","scenario 2","linear"
"nnSVG-PASTE","FPR",1,"inf1","scenario 2","linear"
"nnSVG-AVE","FPR",0.0155555555555556,"inf1","scenario 2","linear"
"nnSVG-Union","FPR",0.0622222222222222,"inf1","scenario 2","linear"
"nnSVG-Inter","FPR",0,"inf1","scenario 2","linear"
"nnSVG-Cauchy","FPR",0,"inf1","scenario 2","linear"
"nnSVG-HMP","FPR",0.0204444444444444,"inf1","scenario 2","linear"
"nnSVG-PASTE","F1",0.182149362477231,"inf1","scenario 3","linear"
"nnSVG-AVE","F1",0.872546309095936,"inf1","scenario 3","linear"
"nnSVG-Union","F1",0.962463907603465,"inf1","scenario 3","linear"
"nnSVG-Inter","F1",0.444790046656299,"inf1","scenario 3","linear"
"nnSVG-Cauchy","F1",0.996990972918756,"inf1","scenario 3","linear"
"nnSVG-HMP","F1",0.99601593625498,"inf1","scenario 3","linear"
"nnSVG-PASTE","precision",0.100200400801603,"inf1","scenario 3","linear"
"nnSVG-AVE","precision",0.975881261595547,"inf1","scenario 3","linear"
"nnSVG-Union","precision",0.927643784786642,"inf1","scenario 3","linear"
"nnSVG-Inter","precision",1,"inf1","scenario 3","linear"
"nnSVG-Cauchy","precision",1,"inf1","scenario 3","linear"
"nnSVG-HMP","precision",0.992063492063492,"inf1","scenario 3","linear"
"nnSVG-PASTE","recall",1,"inf1","scenario 3","linear"
"nnSVG-AVE","recall",0.789,"inf1","scenario 3","linear"
"nnSVG-Union","recall",1,"inf1","scenario 3","linear"
"nnSVG-Inter","recall",0.286,"inf1","scenario 3","linear"
"nnSVG-Cauchy","recall",0.994,"inf1","scenario 3","linear"
"nnSVG-HMP","recall",1,"inf1","scenario 3","linear"
"nnSVG-PASTE","FPR",0.997777777777778,"inf1","scenario 3","linear"
"nnSVG-AVE","FPR",0.00216666666666667,"inf1","scenario 3","linear"
"nnSVG-Union","FPR",0.00866666666666667,"inf1","scenario 3","linear"
"nnSVG-Inter","FPR",0,"inf1","scenario 3","linear"
"nnSVG-Cauchy","FPR",0,"inf1","scenario 3","linear"
"nnSVG-HMP","FPR",0.000888888888888889,"inf1","scenario 3","linear"
"nnSVG-PASTE","F1",0.183318056828598,"inf1","scenario 4","linear"
"nnSVG-AVE","F1",0.504263997033741,"inf1","scenario 4","linear"
"nnSVG-Union","F1",0.983284169124877,"inf1","scenario 4","linear"
"nnSVG-Inter","F1",0,"inf1","scenario 4","linear"
"nnSVG-Cauchy","F1",0.00399201596806387,"inf1","scenario 4","linear"
"nnSVG-HMP","F1",0.99403578528827,"inf1","scenario 4","linear"
"nnSVG-PASTE","precision",0.100908173562059,"inf1","scenario 4","linear"
"nnSVG-AVE","precision",0.975609756097561,"inf1","scenario 4","linear"
"nnSVG-Union","precision",0.967117988394584,"inf1","scenario 4","linear"
"nnSVG-Inter","precision",0,"inf1","scenario 4","linear"
"nnSVG-Cauchy","precision",1,"inf1","scenario 4","linear"
"nnSVG-HMP","precision",0.988142292490119,"inf1","scenario 4","linear"
"nnSVG-PASTE","recall",1,"inf1","scenario 4","linear"
"nnSVG-AVE","recall",0.34,"inf1","scenario 4","linear"
"nnSVG-Union","recall",1,"inf1","scenario 4","linear"
"nnSVG-Inter","recall",0,"inf1","scenario 4","linear"
"nnSVG-Cauchy","recall",0.002,"inf1","scenario 4","linear"
"nnSVG-HMP","recall",1,"inf1","scenario 4","linear"
"nnSVG-PASTE","FPR",0.99,"inf1","scenario 4","linear"
"nnSVG-AVE","FPR",0.000944444444444444,"inf1","scenario 4","linear"
"nnSVG-Union","FPR",0.00377777777777778,"inf1","scenario 4","linear"
"nnSVG-Inter","FPR",0,"inf1","scenario 4","linear"
"nnSVG-Cauchy","FPR",0,"inf1","scenario 4","linear"
"nnSVG-HMP","FPR",0.00133333333333333,"inf1","scenario 4","linear"
"nnSVG-PASTE","F1",0.181818181818182,"inf3","scenario 1","linear"
"nnSVG-AVE","F1",0.979561316051844,"inf3","scenario 1","linear"
"nnSVG-Union","F1",0.955109837631328,"inf3","scenario 1","linear"
"nnSVG-Inter","F1",0.963730569948187,"inf3","scenario 1","linear"
"nnSVG-Cauchy","F1",1,"inf3","scenario 1","linear"
"nnSVG-HMP","F1",0.991080277502478,"inf3","scenario 1","linear"
"nnSVG-PASTE","precision",0.1,"inf3","scenario 1","linear"
"nnSVG-AVE","precision",0.976640159045726,"inf3","scenario 1","linear"
"nnSVG-Union","precision",0.914076782449726,"inf3","scenario 1","linear"
"nnSVG-Inter","precision",1,"inf3","scenario 1","linear"
"nnSVG-Cauchy","precision",1,"inf3","scenario 1","linear"
"nnSVG-HMP","precision",0.982318271119843,"inf3","scenario 1","linear"
"nnSVG-PASTE","recall",1,"inf3","scenario 1","linear"
"nnSVG-AVE","recall",0.9825,"inf3","scenario 1","linear"
"nnSVG-Union","recall",1,"inf3","scenario 1","linear"
"nnSVG-Inter","recall",0.93,"inf3","scenario 1","linear"
"nnSVG-Cauchy","recall",1,"inf3","scenario 1","linear"
"nnSVG-HMP","recall",1,"inf3","scenario 1","linear"
"nnSVG-PASTE","FPR",1,"inf3","scenario 1","linear"
"nnSVG-AVE","FPR",0.00261111111111111,"inf3","scenario 1","linear"
"nnSVG-Union","FPR",0.0104444444444444,"inf3","scenario 1","linear"
"nnSVG-Inter","FPR",0,"inf3","scenario 1","linear"
"nnSVG-Cauchy","FPR",0,"inf3","scenario 1","linear"
"nnSVG-HMP","FPR",0.002,"inf3","scenario 1","linear"
"nnSVG-PASTE","F1",0.182049881667577,"inf3","scenario 2","linear"
"nnSVG-AVE","F1",0.662282144031569,"inf3","scenario 2","linear"
"nnSVG-Union","F1",0.967117988394584,"inf3","scenario 2","linear"
"nnSVG-Inter","F1",0,"inf3","scenario 2","linear"
"nnSVG-Cauchy","F1",0.522895125553914,"inf3","scenario 2","linear"
"nnSVG-HMP","F1",0.991080277502478,"inf3","scenario 2","linear"
"nnSVG-PASTE","precision",0.100140196274785,"inf3","scenario 2","linear"
"nnSVG-AVE","precision",0.967339097022094,"inf3","scenario 2","linear"
"nnSVG-Union","precision",0.936329588014981,"inf3","scenario 2","linear"
"nnSVG-Inter","precision",0,"inf3","scenario 2","linear"
"nnSVG-Cauchy","precision",1,"inf3","scenario 2","linear"
"nnSVG-HMP","precision",0.982318271119843,"inf3","scenario 2","linear"
"nnSVG-PASTE","recall",1,"inf3","scenario 2","linear"
"nnSVG-AVE","recall",0.5035,"inf3","scenario 2","linear"
"nnSVG-Union","recall",1,"inf3","scenario 2","linear"
